model_id,feature_set,features,feature_count,alpha,cap,calibration_base_sigma,calibration_oof_sigma,relative_sigma_improvement,calibration_base_r68,calibration_oof_r68,relative_r68_improvement,calibration_base_r90,calibration_oof_r90,relative_r90_improvement,calibration_protocol_successes,calibration_center_bias_max,background_applied,background_ood,background_strong,background_near_cap,background_energy_trend,background_rank_corr,background_spike_growth,background_2600_spike_growth,background_median_scale_shift,background_ratio_q01,background_ratio_q99,time_ratio_span,time_applied_fraction_span,time_supported_blocks,safety_pass_count,safe
S04_top_bottom_xy_a300_c25,S04_top_bottom_xy,dt|wS2CDF_max|xS2T_max|yS2T_max|xS2B_max|yS2B_max,6,300.0,0.0025,0.04178090146749322,0.04190076436695864,-0.0028688442626991772,0.06774135758272384,0.0677060454422975,0.0005212789009022556,0.1312197664911172,0.13124817300462333,-0.00021648044548272516,12,0.15724494289032798,0.16447348114614949,0.001821081331344205,0.835269303976542,0.0,0.0011242095163479012,0.9999987650462165,1.0535714285714286,1.0535714285714286,0.0,0.9978464713600691,1.0021765967012592,0.00021321345813496428,0.014157643761443323,10,15,False
S01_M06_reference_a300_c25,S01_M06_reference,dt|wS2CDF_max,2,300.0,0.0025,0.04178090146749322,0.04202126285059734,-0.005752900838942532,0.06774135758272384,0.06776521292509381,-0.0003521532963202123,0.1312197664911172,0.1311869687762475,0.0002499449263378972,12,0.15812830402515032,0.18522557744739956,0.0006790472760944493,0.8144966304851072,0.0,0.000879726674661557,0.9999986491351096,1.0957142857142859,1.0362997658079627,0.0,0.9978373261337089,1.0021832562927604,0.0002799696065876045,0.014347646573080103,10,15,False
S09_hit_topology_a100_c75,S09_hit_topology,dt|wS2CDF_max|nPMTS2_max|rmsCogS1T_max,4,100.0,0.0075,0.04178090146749322,0.04204584938329316,-0.006341364271569727,0.06774135758272384,0.06765897511800402,0.001216132472975917,0.1312197664911172,0.13106930895119598,0.0011466072829157126,12,0.15698019134675678,0.17653171459437214,0.001018570914141674,0.8230876073872113,0.0,0.00293856041982436,0.9999884887342192,1.0368480725623583,1.0114285714285713,0.0,0.9936085523502927,1.006621902749457,0.0005435920334520006,0.01785714285714285,10,15,False
S11_historical_core_a300_c25,S11_historical_core,dt|wS2CDF_max|xS2T_max|yS2B_max,4,300.0,0.0025,0.04178090146749322,0.042047247307091466,-0.006374822711890715,0.06774135758272384,0.06771993298734048,0.0003162705346906325,0.1312197664911172,0.13123025439955988,-7.992628491226839e-05,12,0.15794296845488776,0.18125417974175626,0.0009979937239569937,0.8184680281907506,0.0,0.0010021210484134446,0.999998661116643,1.0414614121510675,1.0414614121510675,0.0,0.9978388891546707,1.0021813318964095,0.00030530501974590507,0.00877374071015688,10,15,False
S13_core_s2_shape_a3000_c25,S13_core_s2_shape,dt|wS2CDF_max|xS2T_max|yS2B_max|wS2FWHM_max|tDiffBottomTopS2_max,6,3000.0,0.0025,0.04178090146749322,0.04210824949714208,-0.007834872349596012,0.06774135758272384,0.06777645989804576,-0.0005181814562698062,0.1312197664911172,0.13110832590815089,0.000849266737369514,12,0.15743453005688712,0.30415144811975925,0.0101754205463244,0.6940994907145429,0.0,0.0007431950667029144,0.9999978761592359,1.0828373015873016,1.0414614121510675,0.0,0.997793813601976,1.002213790270082,0.00022618129149920563,0.017031379025598647,10,15,False
S03_bottom_xy_a1000_c25,S03_bottom_xy,dt|wS2CDF_max|xS2B_max|yS2B_max,4,1000.0,0.0025,0.04178090146749322,0.04213751200480941,-0.008535252347143585,0.06774135758272384,0.06774559403161408,-6.253858855820305e-05,0.1312197664911172,0.13115373885478449,0.0005031836140111379,12,0.1580242083576594,0.2305262616389732,0.001810792736251865,0.7691033489377026,0.0,0.0010251826851886516,0.9999983348709992,0.9833333333333333,0.9688013136288999,0.0,0.9978163896040926,1.0022007678481737,0.00026718489691623937,0.014347646573080103,10,15,False
S06_s1_pattern_a3000_c50,S06_s1_pattern,dt|wS2CDF_max|qS1hitStdevTo1_max|qS1channelStdevTo1_max,4,3000.0,0.005,0.04178090146749322,0.04217593660755678,-0.009454921415970707,0.06774135758272384,0.06720773337422194,0.0078773769458379,0.1312197664911172,0.1310623689874709,0.0011994953798134533,12,0.15667789459961612,0.22341684243016616,0.06221513452338083,0.7705643294408149,0.0,0.003818770522410916,0.9999935366651165,1.0265567765567765,1.0172413793103448,0.0,0.9956206986580316,1.0044381527296768,0.0004636111941067611,0.010195187592593746,10,15,False
S11_historical_core_a3000_c75,S11_historical_core,dt|wS2CDF_max|xS2T_max|yS2B_max,4,3000.0,0.0075,0.04178090146749322,0.04217775102952397,-0.009498348482009478,0.06774135758272384,0.06776938512767956,-0.00041374347895950514,0.1312197664911172,0.1309387236657899,0.002141772027511646,12,0.157238981729657,0.7542671948145481,0.0009979937239569937,0.2439323010442924,0.0,0.004376220050787425,0.9999662783480839,1.0607385811467445,1.0535714285714286,0.0,0.9933784608396495,1.0067051766258504,0.00023348566024838924,0.012567191854963466,10,15,False
S05_s2_pattern_a300_c50,S05_s2_pattern,dt|wS2CDF_max|qS2hitStdevTo1_max|qS2channelStdevTo1_max,4,300.0,0.005,0.04178090146749322,0.04223434963585941,-0.010853001070811885,0.06774135758272384,0.06776343416352339,-0.0003258951634175222,0.1312197664911172,0.13089999416000117,0.002436921964326655,12,0.1580379331602152,0.16466896445290397,0.11312310304027985,0.8352590153814496,0.0,0.0026173090362281047,0.9999944202759471,0.9863221884498481,0.9470304975922953,0.0,0.9957309215584702,1.0043706427050778,0.00038835600820941174,0.011457473162675452,10,15,False
S16_geometry_s2_pattern_a100_c75,S16_geometry_s2_pattern,dt|wS2CDF_max|xS2T_max|yS2T_max|xS2B_max|yS2B_max|qS2hitStdevTo1_max|qS2channelStdevTo1_max,8,100.0,0.0075,0.04178090146749322,0.04224347414049874,-0.011071390438174733,0.06774135758272384,0.06774831241904537,-0.0001026675072615113,0.1312197664911172,0.13092550282545778,0.002242525448171162,12,0.1581815328002314,0.1955964813004784,0.11393590205257471,0.8035495653068574,0.0,0.003243373448225337,0.999984797559987,1.0786564625850341,1.0786564625850341,0.0,0.9935842346777533,1.006625292617443,0.0005972043778055269,0.012818941585369392,10,15,False
S16_geometry_s2_pattern_a1000_c50,S16_geometry_s2_pattern,dt|wS2CDF_max|xS2T_max|yS2T_max|xS2B_max|yS2B_max|qS2hitStdevTo1_max|qS2channelStdevTo1_max,8,1000.0,0.005,0.04178090146749322,0.042270405757750026,-0.011715982017229898,0.06774135758272384,0.06779964261359782,-0.0008604054148575457,0.1312197664911172,0.13093336722470167,0.0021825924102288896,12,0.15812456073183756,0.17821904418951592,0.11393590205257471,0.821688358454653,0.0,0.0019467194797330415,0.9999938151463655,1.087557603686636,1.087557603686636,0.0,0.9957447104460363,1.004400245473607,0.0005663232656907269,0.013642936957887403,10,15,False
S04_top_bottom_xy_a3000_c75,S04_top_bottom_xy,dt|wS2CDF_max|xS2T_max|yS2T_max|xS2B_max|yS2B_max,6,3000.0,0.0075,0.04178090146749322,0.04228619352986937,-0.012093852564892149,0.06774135758272384,0.06770539602515276,0.0005308656167271053,0.1312197664911172,0.13106751353717935,0.0011602897795748301,12,0.15728557726324588,0.7387314162251145,0.001821081331344205,0.25954009979937237,0.0,0.00474403315566446,0.9999664380498529,1.0894071914480077,0.9926984126984127,0.0,0.9933845385848126,1.0067049919457878,0.0002852302036064902,0.010294775273175794,10,15,False
S05_s2_pattern_a100_c50,S05_s2_pattern,dt|wS2CDF_max|qS2hitStdevTo1_max|qS2channelStdevTo1_max,4,100.0,0.005,0.04178090146749322,0.0423007659587203,-0.012442634624136861,0.06774135758272384,0.06774542632561309,-6.00629074236636e-05,0.1312197664911172,0.13098084089507447,0.0018208049170617135,12,0.15781507875883838,0.1527650599310664,0.11312310304027985,0.8471629199032872,0.0,0.0021866978815412,0.9999948308812848,1.0925925925925926,1.0593286494925838,0.0,0.995743970980671,1.0043480794955366,0.0005200346949811863,0.012180016515276615,10,15,False
