scheme,candidate,outer_fold,inner_validation_fold,alpha,train_scale,validation_r68,validation_r90,validation_tail_beyond_2r68
file_mod5,A2_s1_dt_r2,1,2,0.45000000000000007,1.026219636391525,0.11093244082765741,0.19053305693180372,0.06866002214839424
file_mod5,A2_s1_dt_r2,1,2,0.5,1.0076491108489471,0.10638824113462747,0.1805050117079881,0.059800664451827246
file_mod5,A2_s1_dt_r2,1,2,0.55,1.0075583922527134,0.10387466809162799,0.1768701174866985,0.05094130675526024
file_mod5,A2_s1_dt_r2,1,2,0.6,1.0060541643536745,0.09770187252650347,0.16990301961628224,0.06201550387596899
file_mod5,A2_s1_dt_r2,1,2,0.65,1.0135327733912174,0.09423733680146346,0.16942438646947083,0.06755260243632337
file_mod5,A2_s1_dt_r2,1,2,0.7000000000000001,1.0080424579188452,0.09357447141066533,0.17333650018609975,0.07087486157253599
file_mod5,A2_s1_dt_r2,1,2,0.75,1.006967895220046,0.09372536918232405,0.17737138843828826,0.07641196013289037
file_mod5,A2_s1_dt_r2,1,2,0.8,1.0073806599749044,0.09437523565366729,0.18537896405018073,0.08748615725359911
file_mod5,A2_s1_dt_r2,1,2,0.85,1.0060363261810121,0.1030597311200121,0.18891209513178892,0.08527131782945736
file_mod5,A2_s1_dt_r2,1,2,0.9,1.0039996754859928,0.10858519667436672,0.2010790255158068,0.08970099667774087
file_mod5,A2_s1_dt_r2,2,3,0.1,0.9964138966768712,0.17894433626381206,0.3144578893558897,0.07295173961840629
file_mod5,A2_s1_dt_r2,2,3,0.15000000000000002,0.9972963305177028,0.16855556360806556,0.29420310870444355,0.0707070707070707
file_mod5,A2_s1_dt_r2,2,3,0.2,1.004493330807465,0.15797077600239584,0.27653021165309116,0.0707070707070707
file_mod5,A2_s1_dt_r2,2,3,0.25,1.0109852738978127,0.1470836781423443,0.2565640342201011,0.06846240179573512
file_mod5,A2_s1_dt_r2,2,3,0.30000000000000004,1.0162784950507935,0.13698890271688707,0.24177985105999966,0.06846240179573512
file_mod5,A2_s1_dt_r2,2,3,0.35,1.0180133980323498,0.12922179336328354,0.22831282596943592,0.06397306397306397
file_mod5,A2_s1_dt_r2,2,3,0.4,1.0207958971433202,0.12334957164920973,0.21374378508694025,0.06846240179573512
file_mod5,A2_s1_dt_r2,2,3,0.45000000000000007,1.017178777612111,0.11838993074835413,0.2012967223727431,0.06397306397306397
file_mod5,A2_s1_dt_r2,2,3,0.5,1.0075133487728403,0.11074520843825608,0.19019646226025988,0.06285072951739619
file_mod5,A2_s1_dt_r2,2,3,0.55,1.0100303950777367,0.10547578369651744,0.17966951575999035,0.052749719416386086
file_mod5,A2_s1_dt_r2,2,3,0.6,1.012639720905454,0.09829770699947366,0.17482433119074092,0.05723905723905724
file_mod5,A2_s1_dt_r2,2,3,0.65,1.015670141157209,0.09163417164890159,0.16519717765033914,0.0718294051627385
file_mod5,A2_s1_dt_r2,2,3,0.7000000000000001,1.0115926260165464,0.08828233158979032,0.16730144531579583,0.07968574635241302
file_mod5,A2_s1_dt_r2,2,3,0.75,1.0105563830407636,0.0855179922328635,0.16943291980837305,0.08080808080808081
file_mod5,A2_s1_dt_r2,2,3,0.8,1.009055480931704,0.08551184060308531,0.1733811357270551,0.10101010101010101
file_mod5,A2_s1_dt_r2,2,3,0.85,1.0068761711264513,0.09242521706274048,0.18239925833750403,0.09427609427609428
file_mod5,A2_s1_dt_r2,2,3,0.9,1.0076875778966008,0.09733190691269111,0.19103058118963923,0.09427609427609428
file_mod5,A2_s1_dt_r2,3,4,0.1,1.001519084631493,0.16218195224432752,0.2951054423915971,0.07150480256136606
file_mod5,A2_s1_dt_r2,3,4,0.15000000000000002,1.0039237688591012,0.15142049326261736,0.27573320426992326,0.07150480256136606
file_mod5,A2_s1_dt_r2,3,4,0.2,1.0076722464193522,0.1453236014093669,0.2577670883761138,0.06830309498399147
file_mod5,A2_s1_dt_r2,3,4,0.25,1.012141741434425,0.138720983273817,0.24834722287729616,0.06937033084311633
file_mod5,A2_s1_dt_r2,3,4,0.30000000000000004,1.020531105562496,0.13324727825336385,0.23109418243191387,0.064034151547492
file_mod5,A2_s1_dt_r2,3,4,0.35,1.0231917370556396,0.1252383446875006,0.21377190285737213,0.05869797225186766
file_mod5,A2_s1_dt_r2,3,4,0.4,1.0227450316907087,0.11938487078528481,0.2030655326258498,0.051227321237993596
