delta_r68
-0.04467425752830011
-0.03914492838002408
-0.03998379372804961
-0.03825364091647736
-0.039611065402689535
-0.039115231180019853
-0.043301568334912055
-0.03934515407794294
-0.03994373023460493
-0.037385233849603086
-0.042800752627776585
-0.0419462516228542
-0.039017929180985914
-0.04048481117097095
-0.040961351329400764
-0.04199670405907273
-0.03975660283573548
-0.04392927119702789
-0.03958447983319581
-0.04048471947151451
-0.038843392373539294
-0.03930341785195188
-0.04026678012069563
-0.04217793041572583
-0.04056336710187054
-0.042426942259029855
-0.03992136696793176
-0.039096227172186956
-0.03885968443003593
-0.04107454925588197
-0.0393891451541436
-0.041233232112797766
-0.040414323086542706
-0.04000415167690298
-0.04052561100380707
-0.04041563959099285
-0.03843909856648508
-0.039221714049162776
-0.03890413205537209
-0.04082085781730055
-0.0396439564030321
-0.039737214869253294
-0.04239562570609885
-0.03966910498302344
-0.04200555484273327
-0.03974982824319019
-0.039381291178035516
-0.041651200836888655
-0.03912288374708106
-0.0396249665369611
-0.03753440725845858
-0.04061044607584237
-0.0393182954699025
-0.04288723253749516
-0.0406128692248522
-0.03926492316464042
-0.04251751340921589
-0.038808511728077325
-0.039766648783783984
-0.036236831476649946
-0.039162590951248334
-0.03780466297312032
-0.04148169267455888
-0.0373443212425668
-0.03987213807427667
-0.04024495580852641
-0.03859428095458793
-0.040656985851434936
-0.03940528907432955
-0.04167356258589405
-0.04109190734529985
-0.039456287200643286
-0.03830038963004066
-0.04214210080433628
-0.04370778900970016
-0.03893153829569762
-0.039030116399939446
-0.03871195701718429
-0.03986433191147414
-0.043110314956092605
-0.04046484392465705
-0.0408126684646378
-0.03996198267618031
-0.03934044410867232
-0.04008261588962407
-0.03966196980663803
-0.03815652170847307
-0.04174104988636117
-0.04256767529245761
-0.03923753434345229
-0.038605331419100726
-0.03922200854843506
-0.038990780527272215
-0.03992724496951272
-0.04142699990667111
-0.040653970481626944
-0.04136226943228656
-0.04031593005049781
-0.03951249767382614
-0.042329579645398366
-0.040463048854048875
-0.04027587321222349
-0.04251459723930973
-0.03964422478048278
-0.04304912323663052
-0.041509933440141866
-0.040187569785964536
-0.04141432553806419
-0.04300950037346821
-0.041144260233470134
-0.039012439243596
-0.03885701956412174
-0.03925462180459813
-0.03885903175453671
-0.04088035688038358
-0.04178295113575287
-0.039591109779378776
-0.041781016307304186
-0.038874575747889356
-0.042173020386134026
-0.04228836002221765
-0.040725035405236795
-0.04184904922509114
-0.03910818194215079
-0.041612887729650876
-0.04039042140877208
-0.03990864340660456
-0.03777450472655754
-0.04073268193841448
-0.041604479772284333
-0.03861628628820063
-0.040725612251836685
-0.03868917787090398
-0.03899424826035787
-0.03907312887945574
-0.04042827045969599
-0.039637870039904155
-0.039272936333594535
-0.04147062801756023
-0.038493177286024735
-0.04080841443728356
-0.041599074768684394
-0.03806181385256316
-0.04097565067890399
-0.037554199392521415
-0.0404398925363735
-0.04081698313517319
-0.04067225227288805
-0.04368324334292898
-0.04046875659058395
-0.04296162963990384
-0.03914814873929191
-0.04110187462534463
-0.03909287820109703
-0.03993728523141479
-0.04089617402543945
-0.0422097515982819
-0.040266709425616776
-0.040892157789142666
-0.04005036573136335
-0.039171867195460376
-0.04128688698059696
-0.04100401426711298
-0.040070803751651535
-0.038366740507291205
-0.03821957402311488
-0.03863210966377612
-0.04107486938066994
-0.04034560521217201
-0.04185203502449991
-0.03974184224199134
-0.03982538707655099
-0.04180881118443719
-0.036665836447664316
-0.041866108204237404
-0.04104288034668084
-0.03810337587641897
-0.039523853712835635
-0.041708852235592744
-0.04224619283074103
-0.041445121311139116
-0.03922381532248499
-0.04002290724561734
-0.04461848058072962
-0.04123017296721644
-0.04066927368471729
-0.040318864931953524
-0.04280074416784133
-0.04241472613352054
-0.041780428453071776
-0.04182990833555423
-0.03966186642726556
-0.043308994179277596
-0.03995083431260396
-0.03751697832859793
-0.04334737999310241
-0.0399734229019163
-0.042569958086982634
-0.04135056997805997
-0.044758375257949956
-0.04191374789884536
-0.037763543187242815
-0.042574653065081666
-0.041661994462584916
-0.041042835888066564
-0.04324340829449114
-0.036715521516498706
-0.04260054987585275
-0.043274406986081204
-0.03929506237468033
-0.03922484012807746
-0.0402368439054424
-0.04075144277861324
-0.03886628105671523
-0.03926213814931194
-0.04181903243592213
-0.040051440678430736
-0.039692153200440006
-0.03880152769411332
-0.039088267989773565
-0.04032667947392196
-0.03961958427172832
-0.036810077248731726
-0.03792224291461383
-0.0396762227708322
-0.04027987697823741
-0.040573670309312
-0.04224512235956225
-0.040118254171184475
-0.037494749097735765
-0.0403587332522126
