original_path,bytes,git_blob,archive_url
01_老师盲测交付/PandaX_candidate_v12_safe/validation_evidence/PORTABLE_VERIFICATION.txt,387,0f879aeef2e6bc336dd3f56efb73e23619da84ab,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_candidate_v12_safe/validation_evidence/PORTABLE_VERIFICATION.txt
01_老师盲测交付/PandaX_candidate_v12_safe/validation_evidence/background_detailed_audit.json,767,b6e59cd24b9b90ad7529cac86c5ef35d77a42b77,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_candidate_v12_safe/validation_evidence/background_detailed_audit.json
01_老师盲测交付/PandaX_candidate_v12_safe/validation_evidence/background_spectrum_v12_comparison.png,95785,ee02924c4e79cfcacf63b632d4d8f1f1c38c07db,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_candidate_v12_safe/validation_evidence/background_spectrum_v12_comparison.png
01_老师盲测交付/PandaX_candidate_v12_safe/validation_evidence/background_time_stability_v12.png,42449,619da2be230340023106c64ea4200c02e1cd28da,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_candidate_v12_safe/validation_evidence/background_time_stability_v12.png
01_老师盲测交付/PandaX_candidate_v12_safe/validation_evidence/calibration_oof_v12_comparison.png,58464,b3f397edbc70c3efd3554dd83f20dcfb36f1717e,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_candidate_v12_safe/validation_evidence/calibration_oof_v12_comparison.png
01_老师盲测交付/PandaX_candidate_v12_safe/validation_evidence/event_by_event_energy_comparison.png,216865,8bd3121d68606c1b3466ea78ebae6d3d5be1308b,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_candidate_v12_safe/validation_evidence/event_by_event_energy_comparison.png
01_老师盲测交付/PandaX_candidate_v12_safe/validation_evidence/original_formula_vs_v12_full.png,126039,1c672ded0157a93c2d961a32c402b45f6b79aa24,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_candidate_v12_safe/validation_evidence/original_formula_vs_v12_full.png
01_老师盲测交付/PandaX_candidate_v12_safe/validation_evidence/summary.json,2543,b6f96ef04d3bf186a7d99ee0a3dd0f421e8a2a8d,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_candidate_v12_safe/validation_evidence/summary.json
01_老师盲测交付/PandaX_candidate_v12_safe/validation_evidence/v12_problem_regions_zoom.png,145790,71c80cd5b6d1031fccaa1f5058ed89a2f70072d0,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_candidate_v12_safe/validation_evidence/v12_problem_regions_zoom.png
01_老师盲测交付/PandaX_v13_teacher_demo/README_老师使用说明.md,896,b0afa49e6f0fc523ba164f59ddfa0fcc0c87cd94,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_v13_teacher_demo/README_%E8%80%81%E5%B8%88%E4%BD%BF%E7%94%A8%E8%AF%B4%E6%98%8E.md
01_老师盲测交付/PandaX_v13_teacher_demo/apply_v13.py,3982,3fd08656952c67b3a82023043a48ab58c9177409,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_v13_teacher_demo/apply_v13.py
01_老师盲测交付/PandaX_v13_teacher_demo/model/v13_portable.json,2244,3ed63800372e1065441638093cde0386836c3f46,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_v13_teacher_demo/model/v13_portable.json
01_老师盲测交付/PandaX_v13_teacher_demo/requirements.txt,25,15e38a3340ebf059b650e9f5dd1a70ff6257b711,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_v13_teacher_demo/requirements.txt
01_老师盲测交付/PandaX_v13_teacher_demo/run.sh,390,f1a3b8ece765f6bc0a77fdb29f8cf6a58cd7161f,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/PandaX_v13_teacher_demo/run.sh
01_老师盲测交付/README_交付说明.md,1037,c3c8e85d8cd3ae43d8807d9a6738aec86fdf0c6b,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/01_%E8%80%81%E5%B8%88%E7%9B%B2%E6%B5%8B%E4%BA%A4%E4%BB%98/README_%E4%BA%A4%E4%BB%98%E8%AF%B4%E6%98%8E.md
99_归档与缓存/历史模型与材料/盲测旧版本/PandaX_candidate_v10_blindtest/MODEL_CARD.md,1070,21ae9e99e44884df5284255e4b12f66b27440e3f,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/99_%E5%BD%92%E6%A1%A3%E4%B8%8E%E7%BC%93%E5%AD%98/%E5%8E%86%E5%8F%B2%E6%A8%A1%E5%9E%8B%E4%B8%8E%E6%9D%90%E6%96%99/%E7%9B%B2%E6%B5%8B%E6%97%A7%E7%89%88%E6%9C%AC/PandaX_candidate_v10_blindtest/MODEL_CARD.md
99_归档与缓存/历史模型与材料/盲测旧版本/PandaX_candidate_v10_blindtest/README_老师使用说明.md,2145,40c5ec0233aaec8a18dab980218d8f671e9a24a8,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/99_%E5%BD%92%E6%A1%A3%E4%B8%8E%E7%BC%93%E5%AD%98/%E5%8E%86%E5%8F%B2%E6%A8%A1%E5%9E%8B%E4%B8%8E%E6%9D%90%E6%96%99/%E7%9B%B2%E6%B5%8B%E6%97%A7%E7%89%88%E6%9C%AC/PandaX_candidate_v10_blindtest/README_%E8%80%81%E5%B8%88%E4%BD%BF%E7%94%A8%E8%AF%B4%E6%98%8E.md
99_归档与缓存/历史模型与材料/盲测旧版本/PandaX_candidate_v10_blindtest/SMOKE_TEST_RUN10972.json,1272,01d32a5d2d0950c007f41108b5343ad6f631f4b5,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/99_%E5%BD%92%E6%A1%A3%E4%B8%8E%E7%BC%93%E5%AD%98/%E5%8E%86%E5%8F%B2%E6%A8%A1%E5%9E%8B%E4%B8%8E%E6%9D%90%E6%96%99/%E7%9B%B2%E6%B5%8B%E6%97%A7%E7%89%88%E6%9C%AC/PandaX_candidate_v10_blindtest/SMOKE_TEST_RUN10972.json
99_归档与缓存/历史模型与材料/盲测旧版本/PandaX_candidate_v10_blindtest/apply_sparse_physics_v10.py,4951,57c068e6355e5cf15e68f8202b7d451de155f8d5,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/99_%E5%BD%92%E6%A1%A3%E4%B8%8E%E7%BC%93%E5%AD%98/%E5%8E%86%E5%8F%B2%E6%A8%A1%E5%9E%8B%E4%B8%8E%E6%9D%90%E6%96%99/%E7%9B%B2%E6%B5%8B%E6%97%A7%E7%89%88%E6%9C%AC/PandaX_candidate_v10_blindtest/apply_sparse_physics_v10.py
99_归档与缓存/历史模型与材料/盲测旧版本/PandaX_candidate_v10_blindtest/environment.yml,175,569de2e09faa808a59508734f2c58934962748f5,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/99_%E5%BD%92%E6%A1%A3%E4%B8%8E%E7%BC%93%E5%AD%98/%E5%8E%86%E5%8F%B2%E6%A8%A1%E5%9E%8B%E4%B8%8E%E6%9D%90%E6%96%99/%E7%9B%B2%E6%B5%8B%E6%97%A7%E7%89%88%E6%9C%AC/PandaX_candidate_v10_blindtest/environment.yml
99_归档与缓存/历史模型与材料/盲测旧版本/PandaX_candidate_v10_blindtest/grouped_nested_physics_v9.py,32394,a1a0ca100180259ae4c65a3a7e55f3dfe52268ad,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/99_%E5%BD%92%E6%A1%A3%E4%B8%8E%E7%BC%93%E5%AD%98/%E5%8E%86%E5%8F%B2%E6%A8%A1%E5%9E%8B%E4%B8%8E%E6%9D%90%E6%96%99/%E7%9B%B2%E6%B5%8B%E6%97%A7%E7%89%88%E6%9C%AC/PandaX_candidate_v10_blindtest/grouped_nested_physics_v9.py
99_归档与缓存/历史模型与材料/盲测旧版本/PandaX_candidate_v10_blindtest/model/candidate_v10_manifest.json,432,2c79a8a60dae280192d3134cdd202ef3ab6e1f19,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/99_%E5%BD%92%E6%A1%A3%E4%B8%8E%E7%BC%93%E5%AD%98/%E5%8E%86%E5%8F%B2%E6%A8%A1%E5%9E%8B%E4%B8%8E%E6%9D%90%E6%96%99/%E7%9B%B2%E6%B5%8B%E6%97%A7%E7%89%88%E6%9C%AC/PandaX_candidate_v10_blindtest/model/candidate_v10_manifest.json
99_归档与缓存/历史模型与材料/盲测旧版本/PandaX_candidate_v10_blindtest/requirements.txt,76,90e810e81d5f8c47c5646e2bf455dcaf5eb5c68f,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/99_%E5%BD%92%E6%A1%A3%E4%B8%8E%E7%BC%93%E5%AD%98/%E5%8E%86%E5%8F%B2%E6%A8%A1%E5%9E%8B%E4%B8%8E%E6%9D%90%E6%96%99/%E7%9B%B2%E6%B5%8B%E6%97%A7%E7%89%88%E6%9C%AC/PandaX_candidate_v10_blindtest/requirements.txt
99_归档与缓存/历史模型与材料/盲测旧版本/PandaX_candidate_v10_blindtest/run_validation.bat,481,d12ecedf21591250960a4d954344f6234bf4f412,https://github.com/zihengfan07/PandaX4T-Energy-Reconstruction/blob/e98ca8445220d948650019bedcded83c6909d856/99_%E5%BD%92%E6%A1%A3%E4%B8%8E%E7%BC%93%E5%AD%98/%E5%8E%86%E5%8F%B2%E6%A8%A1%E5%9E%8B%E4%B8%8E%E6%9D%90%E6%96%99/%E7%9B%B2%E6%B5%8B%E6%97%A7%E7%89%88%E6%9C%AC/PandaX_candidate_v10_blindtest/run_validation.bat
