outer_fold,s1,s2,alpha,inner_r68,inner_sigma_over_mu,inner_fit_p,inner_fit_success
0,qS1ub_C,qS2Bub_C,0.6,0.06648694650901636,0.04356120557950585,1.8396037834665103e-23,True
0,qS1ub_C,qS2Bdesub_C,0.6,0.06648770005214708,0.043650569609115265,2.3677099134205844e-24,True
0,qS1ub_C,qS2BC_desImageMCPAF_maxS2,0.6,0.06664753432733533,0.04581616672999996,1.1098540464717221e-08,True
0,qS1ub_C,qS2BdesC_desImageMCPAF_maxS2,0.6,0.06664762508660674,0.04581880478555989,8.697662942268383e-09,True
0,qS1ub_C,qS2BdesC_ImageMCPAF_total_stretch_firstS2forMS,0.6,0.06669742857953871,0.046467469401747875,1.1138169264338852e-07,True
0,qS1ub_C,qS2BC_ImageMCPAF_total_stretch_maxS2forMS,0.6,0.06669742857953871,0.04646067452983292,1.2814428490988018e-07,True
1,qS1ub_C,qS2BC_desImageMCPAF_maxS2,0.5499999999999999,0.06497221421166872,0.05005153249627641,1.1403018538039381e-14,True
1,qS1ub_C,qS2BdesC_desImageMCPAF_maxS2,0.5499999999999999,0.06497285298112106,0.050021194814436606,1.2230889412613706e-14,True
1,qS1ub_C,qS2BdesC_ImageMCPAF_total_stretch_firstS2forMS,0.5499999999999999,0.06583781239586609,0.05066828058267487,1.8313081739322015e-15,True
1,qS1ub_C,qS2BdesC_ImageMCPAF_total_stretch_maxS2forMS,0.5499999999999999,0.06583781239586609,0.05066828058267487,1.8313081739322015e-15,True
1,qS1ub_C,qS2BC_ImageMCPAF_total_stretch_firstS2forMS,0.5499999999999999,0.06583781239586609,0.05070373138620887,1.926998649059629e-15,True
1,qS1ub_C,qS2BC_ImageMCPAF_total_stretch_maxS2forMS,0.5499999999999999,0.06583781239586609,0.05070373138620887,1.926998649059629e-15,True
1,qS1ub_C,qS2Bub_C,0.49999999999999994,0.06585710165966997,0.052459439420101735,6.877369508378105e-07,True
1,qS1ub_C,qS2Bdesub_C,0.49999999999999994,0.0658961441536154,0.05253857884350201,9.392057231140733e-07,True
1,qS1ub_C,qS2BdesC_desImageMCPAF_maxS2,0.49999999999999994,0.06614267620092106,0.05195565568684118,8.393262114866176e-13,True
1,qS1ub_C,qS2BC_desImageMCPAF_maxS2,0.49999999999999994,0.06614336046304234,0.05204424174049332,1.858689453647361e-12,True
1,qS1ub_C,qS2Bdesub_C_stretch,0.49999999999999994,0.06618083631798945,0.05190907756732334,2.185656577542387e-07,True
1,qS1ub_C,qS2Bub_C_stretch,0.49999999999999994,0.06623726880792111,0.05186620039035484,1.6828686498872963e-07,True
1,qS1ub_C,qS2Bdesub_C,0.5499999999999999,0.06635142644214075,0.04904268533993068,1.0493066462717855e-15,True
1,qS1ub_C,qS2Bub_C,0.5499999999999999,0.06635208613958996,0.04904614492561444,1.7225739694262283e-15,True
1,qS1ub_C,qS2Bdesub_C,0.44999999999999996,0.06662808421571205,0.054577372934742296,0.0034267327568836938,True
1,qS1ub_C,qS2Bub_C,0.44999999999999996,0.06662825240174074,0.0545239756954916,0.0028845043287742565,True
