scheme,replicate,raw_r68,winner_r68,delta_r68,ratio_r68,raw_r90,winner_r90,delta_r90,ratio_r90
event_random5,50,0.07976656526217292,0.059945936000996805,-0.019820629261176115,0.7515170774116872,0.14854066368544064,0.12131670980265441,-0.027223953882786228,0.81672389763629
event_random5,51,0.07848830713396739,0.058244359275689224,-0.020243947858278162,0.7420768953046104,0.1478192605007012,0.11742112220992783,-0.030398138290773383,0.7943560386663605
event_random5,52,0.07860805278118331,0.05983033266638953,-0.018777720114793783,0.7611221821374429,0.14995811613059512,0.11652885202019991,-0.03342926411039521,0.7770759931307591
event_random5,53,0.08047870417650495,0.058366852885567685,-0.022111851290937262,0.7252459328564509,0.14886477389779804,0.11955291848038632,-0.029311855417411714,0.803097437695129
event_random5,54,0.0828884334632583,0.06008334329339167,-0.022805090169866635,0.7248700546382582,0.15247885741970568,0.11938142946916196,-0.033097427950543726,0.7829375920660174
event_random5,55,0.0795238139236402,0.05962740137116831,-0.019896412552471897,0.7498056045000974,0.1532624461428158,0.1194176507814733,-0.03384479536134251,0.7791709827611348
event_random5,56,0.08180581607970103,0.05923238722462261,-0.022573428855078417,0.7240608316518011,0.14719557722054988,0.11939666125676003,-0.027798915963789847,0.8111429943160761
event_random5,57,0.0833856594235881,0.05911663276131491,-0.024269026662273187,0.7089544313730285,0.1510899374602597,0.11815347544765356,-0.03293646201260614,0.7820075739903644
event_random5,58,0.07972282572056705,0.05980886008574989,-0.019913965634817156,0.7502099874806656,0.14909999941433794,0.12191067531991243,-0.02718932409442551,0.8176437008636842
event_random5,59,0.08075570604126753,0.05976020209477512,-0.02099550394649241,0.7400121307123071,0.15272114417043361,0.12088970692612964,-0.03183143724430397,0.7915715114812082
event_random5,60,0.0783820054835041,0.057679649044080857,-0.020702356439423246,0.7358787095109456,0.14425121570464525,0.1178961749610075,-0.026355040743637745,0.8172976178058716
event_random5,61,0.07862585295946735,0.05839652624004204,-0.02022932671942531,0.7427140570436318,0.15052294942712374,0.1155459675101823,-0.034976981916941444,0.7676302381127891
