scheme,outer_fold,method,complexity,alpha,inner_r68,inner_r90,inner_n
event_random5,1,dt_quad,3,0.11767734468251262,0.10909916743930846,0.20442384396373503,3600
event_random5,1,dt_quad,3,0.1805320393820497,0.1042559163275359,0.19312676594440828,3600
event_random5,1,dt_quad,3,0.2769591490305376,0.09758986806611954,0.1804330033487672,3600
event_random5,1,dt_quad,3,0.42489062049196813,0.09024234151059947,0.16684011848674768,3600
event_random5,1,dt_quad,3,0.6518363448688389,0.08279492259587913,0.1537693148554871,3600
event_random5,1,dt_quad,3,0.75,0.08075806092883935,0.15088508924082966,3600
event_random5,1,dt_quad,3,1.0,0.07910489682143634,0.14385312406145986,3600
event_random5,1,dt_quad,3,1.5,0.07571054535670826,0.1447282244670451,3600
event_random5,1,dt_quad,3,1.5341274046343907,0.07602024121291764,0.14487496433108712,3600
event_random5,1,dt_quad,3,2.3535468936502513,0.08166528179524471,0.15301550470732045,3600
event_random5,1,dt_quad,3,3.6106407876409943,0.08848285776228908,0.16408065530714666,3600
event_random5,1,dt_quad,3,5.539182980610754,0.09648110937723879,0.1806051517958296,3600
event_random5,1,dt_quad,3,8.49781240983936,0.10289614060582955,0.1931620652308594,3600
event_random5,1,dt_quad,3,13.03672689737678,0.10829507400525046,0.2017183564557496,3600
event_random5,1,dt_quad,3,20.0,0.11174399968000216,0.20784135600875525,3600
event_random5,1,r2_quad,3,0.05,0.09676236411645903,0.189902503330152,3600
event_random5,1,r2_quad,3,0.07670637023171953,0.09354200218074801,0.1831356531944159,3600
event_random5,1,r2_quad,3,0.11767734468251262,0.08886157214161244,0.1740502849141762,3600
event_random5,1,r2_quad,3,0.1805320393820497,0.08382014492233023,0.16321048302236427,3600
event_random5,1,r2_quad,3,0.2769591490305376,0.07765108915683491,0.14921497192872385,3600
event_random5,1,r2_quad,3,0.42489062049196813,0.0703213911895902,0.13327984362223302,3600
event_random5,1,r2_quad,3,0.6518363448688389,0.06507088235632016,0.12579420884426198,3600
event_random5,1,r2_quad,3,0.75,0.06367172584545,0.12302040391670015,3600
event_random5,1,r2_quad,3,1.0,0.06468401484590124,0.1251602145101978,3600
event_random5,1,r2_quad,3,1.5,0.07375607125483248,0.13921787702576455,3600
event_random5,1,r2_quad,3,1.5341274046343907,0.07427005432840397,0.1405705164326016,3600
event_random5,1,r2_quad,3,2.3535468936502513,0.08796015731767524,0.1642424937885663,3600
event_random5,1,r2_quad,3,3.6106407876409943,0.10367674178450151,0.18863603658493355,3600
event_random5,1,r2_quad,3,5.539182980610754,0.1170012549320926,0.20965336729975387,3600
event_random5,1,r2_quad,3,8.49781240983936,0.1267097036251767,0.22858316287443456,3600
event_random5,1,r2_quad,3,13.03672689737678,0.1330632027191164,0.24417001699228297,3600
event_random5,1,r2_quad,3,20.0,0.13829934226628834,0.25410855942892663,3600
event_random5,1,dt_r2_joint,6,0.05,0.08657924543712288,0.16633243098691508,3600
event_random5,1,dt_r2_joint,6,0.07670637023171953,0.08403004802375029,0.16243051089776026,3600
event_random5,1,dt_r2_joint,6,0.11767734468251262,0.08045506657264061,0.15448897351012938,3600
event_random5,1,dt_r2_joint,6,0.1805320393820497,0.07632302206512963,0.14553585664768787,3600
event_random5,1,dt_r2_joint,6,0.2769591490305376,0.07062643280503056,0.13672450199153546,3600
event_random5,1,dt_r2_joint,6,0.42489062049196813,0.06512646356637646,0.12902502043066935,3600
event_random5,1,dt_r2_joint,6,0.6518363448688389,0.06367295944532107,0.1272155850005085,3600
event_random5,1,dt_r2_joint,6,0.75,0.06319689053104646,0.12721243178002914,3600
event_random5,1,dt_r2_joint,6,1.0,0.06392692863691622,0.12642028122808413,3600
event_random5,1,dt_r2_joint,6,1.5,0.06577759150943162,0.12841322709816916,3600
event_random5,1,dt_r2_joint,6,1.5341274046343907,0.06624211069750369,0.12941829414635922,3600
event_random5,1,dt_r2_joint,6,2.3535468936502513,0.07572369675833765,0.14521731164646512,3600
event_random5,1,dt_r2_joint,6,3.6106407876409943,0.08403573552129318,0.16397912792397348,3600
event_random5,1,dt_r2_joint,6,5.539182980610754,0.09263541280867969,0.1792572623480897,3600
event_random5,1,dt_r2_joint,6,8.49781240983936,0.09988724776352456,0.19220709086823407,3600
event_random5,1,dt_r2_joint,6,13.03672689737678,0.10515569718107547,0.2010529069001974,3600
event_random5,1,dt_r2_joint,6,20.0,0.10843928836540374,0.20773537152759328,3600
event_random5,1,dt_then_r2,6,0.05,0.09596918153818622,0.17275516833087617,3600
event_random5,1,dt_then_r2,6,0.07670637023171953,0.09268645802688746,0.16780400258525252,3600
event_random5,1,dt_then_r2,6,0.11767734468251262,0.08883582465438142,0.1596864288011779,3600
event_random5,1,dt_then_r2,6,0.1805320393820497,0.08292959407639165,0.152528876939363,3600
event_random5,1,dt_then_r2,6,0.2769591490305376,0.07657614760786745,0.14311877636156897,3600
event_random5,1,dt_then_r2,6,0.42489062049196813,0.07029788773326857,0.13383111435768885,3600
event_random5,1,dt_then_r2,6,0.6518363448688389,0.06517372695654873,0.12864067886590752,3600
event_random5,1,dt_then_r2,6,0.75,0.06376470093752573,0.12678918702809486,3600
event_random5,1,dt_then_r2,6,1.0,0.0634700292053741,0.1255951203894106,3600
event_random5,1,dt_then_r2,6,1.5,0.06729764881421851,0.13297379901580988,3600
event_random5,1,dt_then_r2,6,1.5341274046343907,0.06780609372858128,0.13381558791023312,3600
event_random5,1,dt_then_r2,6,2.3535468936502513,0.07666005915091638,0.14648042746773898,3600
event_random5,1,dt_then_r2,6,3.6106407876409943,0.08485235461218543,0.16115787807076243,3600
event_random5,1,dt_then_r2,6,5.539182980610754,0.09391723522305208,0.17806266854353678,3600
