delta_r68
-0.040969588512761945
-0.035749089585104345
-0.036833078403913255
-0.03512839004106511
-0.03638597317725023
-0.03605691414554958
-0.03959439108983109
-0.03618509862644948
-0.03626880578671318
-0.03428980281777566
-0.03884808704672708
-0.03900882547645211
-0.035827779889359423
-0.03698452408455545
-0.037127947284161675
-0.03818705218123092
-0.03652519603941036
-0.040078963715412204
-0.03650817819926399
-0.036765688117982254
-0.03553763469713439
-0.035942632534832535
-0.036883884184756216
-0.03893325838788516
-0.03730076819256253
-0.03893179483872893
-0.036250262346788104
-0.03636504585599118
-0.035773958821055316
-0.0381169739417631
-0.035705597094237734
-0.037715673575189644
-0.03695606769050473
-0.036900313826437
-0.03721603306203029
-0.036754724811271254
-0.03517713718382842
-0.03591970260115382
-0.035911087595760685
-0.037438094196067626
-0.03639165205516325
-0.036706106243726326
-0.03920896547494352
-0.03652669229318679
-0.03847394325794598
-0.0367591871705364
-0.03650644300870602
-0.03790477025609268
-0.03573516543557785
-0.03620904340500233
-0.0346645946103932
-0.037631564063277334
-0.03626532321247203
-0.03912298533012861
-0.03805837898782686
-0.03602038972292461
-0.03874958292640856
-0.0357096050171838
-0.03619393856336
-0.03363936550300818
-0.03591308956848178
-0.03490549533166918
-0.03819042167014791
-0.03480459696564757
-0.036359851020042716
-0.036814557851724744
-0.035506619942031706
-0.036913094528300494
-0.03669094625405612
-0.037720513720794976
-0.03800492867959039
-0.03595395546951686
-0.035009408948321045
-0.03852464018819459
-0.040283096703367285
-0.03598642409680433
-0.03530391558404475
-0.03559288267251125
-0.03680169051976029
-0.03943197750423871
-0.03660532077816363
-0.037606024412403655
-0.03645822824130608
-0.03658668619198325
-0.03688588246541428
-0.036484337463544264
-0.035876048904029886
-0.03833298345512797
-0.03900667938140821
-0.03615476202448159
-0.03568605277106324
-0.035778135865407366
-0.035942125446536397
-0.03664616876779132
-0.03808193490834577
-0.03680453147755683
-0.037812787076764186
-0.03717473253729385
-0.03597327298734164
-0.03882518464772563
-0.036991189487178104
-0.03697117563824968
-0.03887727495559937
-0.03635197571735915
-0.03933265555042076
-0.03796277567616362
-0.037163619553580315
-0.037642161398092615
-0.03921579253245864
-0.03738101308615483
-0.03560192414403726
-0.035355987913551004
-0.03601382110090466
-0.03562896651588038
-0.03729025314095463
-0.03832174916874807
-0.036215508864897585
-0.037717617092512166
-0.03613338761097748
-0.03914804129089641
-0.039020135643523926
-0.03749351429370158
-0.03809729551479435
-0.035931236594897845
-0.03849371615799594
-0.037247174025554095
-0.03650991345107747
-0.0348410360851025
-0.037078759981507725
-0.03818644649410862
-0.03475345524115147
-0.03726826158867365
-0.035789036264869054
-0.03601925054720786
-0.0359874173769425
-0.037039801052505206
-0.03691393691992245
-0.035634237192564415
-0.037631238810453764
-0.035859043966353435
-0.03741826385754032
-0.037959339981066174
-0.03489610117157646
-0.03753901394020254
-0.034534962769792045
-0.03754564992201516
-0.03788042320136123
-0.03765590192736773
-0.03972140686709046
-0.03684609941017362
-0.03900987264908131
-0.03603128078020785
-0.03751931380450931
-0.03600544396192712
-0.03678815677529117
-0.037306675632644073
-0.03821513613028629
-0.03680925665147999
-0.037653773859609434
-0.03707220294894277
-0.035655046464455165
-0.0376582810498705
-0.037969244507743305
-0.037165278254405104
-0.03520774631395812
-0.03517278494785924
-0.03562992690046178
-0.03749123729609201
-0.03755626163096952
-0.03840973823218636
-0.036291188558282325
-0.03658338700433646
-0.03778413375194252
-0.03379884007080344
-0.03826018561738452
-0.03789257953314193
-0.0350906040264799
-0.036061260392069514
-0.037925401334118605
-0.038177349672300916
-0.03725134242575975
-0.036004921810611844
-0.03713513985019787
-0.04017061855884753
-0.03734495524657619
