outer_fold,s2,k,sigma_over_mu,fit_p,r68,r90,tail_safe
0,qS2Bdesub_C_stretch,1.03,0.04568974711053464,2.6188352345570724e-16,0.0666701131185938,0.1285291348159455,True
0,qS2Bdesub_C_stretch,1.04,0.04486268469136646,1.3997623025427539e-14,0.06680832453819509,0.12863225204466774,True
0,qS2Bdesub_C_stretch,1.05,0.04509724081162013,7.001573860712172e-16,0.06689538352901514,0.12890380835038898,True
0,qS2Bdesub_C_stretch,1.06,0.044185891797957226,8.045166949051157e-14,0.06709545624383025,0.12863604009955917,False
0,qS2Bdesub_C_stretch,1.07,0.04456835551452216,2.617082242818104e-16,0.06726947565333731,0.12860720087007768,False
0,qS2Bdesub_C_stretch,1.08,0.044092026463423424,9.386040530619175e-21,0.0671437928934965,0.12879674295147386,False
0,qS2Bdesub_C_stretch,1.09,0.04425377471482699,5.144985019321585e-19,0.06708916881490072,0.12919157760703004,False
0,qS2Bdesub_C_stretch,1.1,0.04252240645759401,1.0102974401722907e-18,0.06693353112187336,0.12943525881740908,True
0,qS2Bdesub_C_stretch,1.11,0.04132074093555223,3.2766155584276893e-20,0.06711051475971014,0.1295677868909651,False
0,qS2Bdesub_C_stretch,1.12,0.04143114769435236,1.8534665814897956e-21,0.06704894620254952,0.12965619464519168,True
0,qS2Bdesub_C_stretch,1.13,0.04064677599753923,3.1525813499184192e-25,0.0672620652099734,0.12981044588694376,False
0,qS2Bdesub_C_stretch,1.14,0.0402982766565542,2.4010068163040842e-33,0.06733490630925647,0.12985063196047433,False
0,qS2Bdesub_C_stretch,1.15,0.03967524478217601,3.319198163517017e-45,0.06733641147861336,0.13004006521838332,False
0,qS2Bdesub_C_stretch,1.16,0.03960547539066771,2.5728593897589777e-49,0.0673220465897652,0.1301967907553344,False
0,qS2Bdesub_C_stretch,1.17,0.039705234973575664,2.665356947874812e-56,0.06715331325668664,0.13031621170856658,False
0,qS2Bdesub_C_stretch,1.18,0.038459346760727695,1.8965850453873632e-62,0.06720129581776599,0.13049098839898682,False
0,qS2Bdesub_C_stretch,1.19,0.038612595530376465,2.187545200514521e-55,0.06732174622626654,0.1306283253985324,False
0,qS2Bdesub_C_stretch,1.2,0.03873837845271189,2.383748451644984e-53,0.06763780402525775,0.1304840289367231,False
0,qS2Bdesub_C_stretch,1.21,0.03872294128439017,4.310530501116799e-52,0.06787699624984213,0.13061315926193606,False
0,qS2Bdesub_C_stretch,1.22,0.03843437486641623,2.727049682448391e-50,0.0680370809693045,0.13109414853373608,False
0,qS2Bdesub_C_stretch,1.23,0.03837019543535979,2.957963165609974e-49,0.06825692794529992,0.13137713507717755,False
0,qS2Bdesub_C_stretch,1.24,0.03903653693577212,5.1418257109281745e-40,0.0682298726719292,0.13155684783572866,False
0,qS2Bdesub_C_stretch,1.25,0.03920892457929083,7.421976173606685e-33,0.06839523357739175,0.13178917182574287,False
0,qS2Bdesub_C_stretch,1.26,0.03941776304556292,3.407317956782173e-32,0.06860310354660418,0.13202907017166937,False
0,qS2Bdesub_C_stretch,1.27,0.039523629650814164,8.166606847518174e-30,0.06843615239168213,0.13217017322966337,False
0,qS2Bdesub_C_stretch,1.28,0.040314073336497294,1.6540843290671474e-33,0.0684371216220115,0.13230469326244618,False
0,qS2Bdesub_C_stretch,1.29,0.040050147683345375,3.7460788282438366e-29,0.06844809790874787,0.13204822490864587,False
0,qS2Bdesub_C_stretch,1.3,0.04006371324126461,1.466402912754186e-27,0.06851814656317923,0.13210597978489655,False
0,qS2BC_max,0.75,0.05594344358263356,0.003928832538935828,0.07334917848495141,0.1413815393025963,False
0,qS2BC_max,0.76,0.05640895971663003,0.2653786801091932,0.07313371026521158,0.14155732471544435,False
0,qS2BC_max,0.77,0.05650131540542867,0.14051168310239853,0.07311240639098573,0.14190596070778322,False
0,qS2BC_max,0.78,0.05757648019709274,0.002541403914837097,0.07292282672874227,0.1422406147970678,False
0,qS2BC_max,0.79,0.0558258020582055,0.062842532688135,0.07298590135423298,0.14181438240529665,False
0,qS2BC_max,0.8,0.05542507903159412,0.0010387100502884665,0.07304338462657696,0.14231771843093044,False
0,qS2BC_max,0.81,0.05466159797713188,0.004731428071975527,0.07297388641858303,0.14204385516376647,False
0,qS2BC_max,0.82,0.05466392898720732,0.034006700483291324,0.07294267142309942,0.14168084609223536,False
0,qS2BC_max,0.83,0.05437701400110153,0.07065206831334157,0.0733093871745246,0.14199746078742845,False
0,qS2BC_max,0.84,0.054402782507125005,0.10251672697263303,0.07343021787728067,0.1425257868073652,False
0,qS2BC_max,0.85,0.05421302214173824,0.20466806200472712,0.07315953550131485,0.14274166396398102,False
0,qS2BC_max,0.86,0.05345651945181728,0.3207762226428523,0.07328054441251922,0.14263389039264304,False
0,qS2BC_max,0.87,0.05373033747130604,0.28903729896425545,0.07303770025571517,0.14279318711964278,False
0,qS2BC_max,0.88,0.0534672364061649,0.7996247320788814,0.07279829593591164,0.14302045410046613,False
