sigma_over_mu,fit_p,r68,r90,method,events
0.038046339019149666,4.672608805829301e-85,0.06784395577990697,0.13056319320182233,current_formula,4499
0.03798719802405901,3.5922149319101333e-93,0.0678291815783204,0.1308772926649575,nested_oof_weight_formula,4499
0.04008652627245803,4.466393068234297e-23,0.04999949791905881,0.10661353248174085,nested_oof_weight_plus_correction,4499
