scheme,outer_fold,method,selected_alpha,effective_raw_beta,inner_r68,inner_r90,n,median,q05,q16,q84,q95,r68,r90,selected_family
file_mod5,0,raw,1.5,57.26853588054609,0.08124116545805109,0.1516124618064884,858,1.006518172420364,0.9005770844683644,0.9434252246803175,1.0955972718742841,1.1799300842136722,0.07559329347628171,0.1387719603082528,
file_mod5,0,dt_quad,1.5341274046343907,58.571486878422434,0.07647409899951324,0.14548012087532722,858,1.00696475379601,0.9059092988039541,0.948069143246512,1.0925570088449394,1.1797049501103514,0.07174425174949949,0.13595096068370557,
file_mod5,0,r2_quad,0.75,28.634267940273045,0.06354824882822296,0.12565243487680466,858,1.0034236721572056,0.9034596917144073,0.9511753039415667,1.0761466469622851,1.1370469839947601,0.0622724709852865,0.11639514731507991,
file_mod5,0,dt_r2_joint,0.75,28.634267940273045,0.06296244713715003,0.1285651208749566,858,1.004283664735056,0.9135772831187164,0.9493121671509456,1.073950669979211,1.1544644957380252,0.06205343530164197,0.11992986696784429,
file_mod5,0,dt_then_r2,1.0,38.17902392036406,0.0641157688137116,0.12567821889707798,858,1.0040880637075933,0.9051653598651174,0.9486647081456416,1.0724754757446326,1.1378827281172743,0.061653341013645745,0.11588493911223707,
file_mod5,0,r2_then_dt,0.75,28.634267940273045,0.06234816375593354,0.12330468965854638,858,1.0043902221159702,0.8982235133458354,0.9509357256217287,1.0668591067071396,1.1308392910128768,0.05770833812041332,0.1157995032931448,
file_mod5,0,xy_quad,1.0,38.17902392036406,0.06862467772679053,0.13437838528419532,858,1.002970971713665,0.9056836734377113,0.9504834552506428,1.0772460260826084,1.149343829333413,0.06319353919853758,0.12146919640126112,
file_mod5,0,dt_then_xy,1.0,38.17902392036406,0.06652398412641217,0.13161979399094856,858,1.0020315078249256,0.9056122769186632,0.9488918527940756,1.0715181783475283,1.1435081407664753,0.06118885713465901,0.1187067781751715,
file_mod5,0,dt_r2_then_xy,0.42489062049196813,16.22190916330118,0.05951960788971153,0.11889458683667416,858,1.0035165834206876,0.8849181488067787,0.9466926198021209,1.0572394202611435,1.110847999024116,0.05507970784209743,0.11256906659539703,
file_mod5,0,nested_winner,0.42489062049196813,16.22190916330118,0.05951960788971153,0.11889458683667416,858,1.0035165834206876,0.8849181488067787,0.9466926198021209,1.0572394202611435,1.110847999024116,0.05507970784209743,0.11256906659539703,dt_r2_then_xy
file_mod5,1,raw,1.5,57.091990326742454,0.07940414255340413,0.1477372395056102,911,1.0076012813250403,0.8915993468406676,0.9415238626623965,1.1080012046966707,1.2013108935949086,0.08261072366608602,0.15368755106531656,
file_mod5,1,dt_quad,1.5341274046343907,58.39092463025143,0.07418760662409177,0.14203600676646255,911,1.0065384986712793,0.8948150300523401,0.9424742413440678,1.1049224493631125,1.196078440131132,0.08069647024604167,0.14965319780439917,
file_mod5,1,r2_quad,1.0,38.06132688449497,0.06345246549945666,0.12369621912925403,911,1.0004684621014162,0.8975177044309557,0.9463120470735126,1.0821665909611693,1.1576481663442095,0.06789546549138764,0.13000432885553806,
file_mod5,1,dt_r2_joint,1.0,38.06132688449497,0.06220269468744124,0.1216145417733641,911,1.0013601772627017,0.9071328294643037,0.9519599546270849,1.082333819579232,1.1776192863266175,0.06509838713006069,0.135059523538129,
file_mod5,1,dt_then_r2,1.0,38.06132688449497,0.06235789943515225,0.12241862301556694,911,1.0019027911353358,0.8942748471070442,0.9446095095252011,1.0809559102689366,1.145195330441891,0.06804372737061175,0.1252219704121738,
file_mod5,1,r2_then_dt,0.75,28.545995163371227,0.06086640970128966,0.12042629882930843,911,1.0010328977942562,0.8968165055222694,0.9453947844535747,1.0730992119872784,1.1509909591085838,0.06378632900831546,0.1269560941235696,
file_mod5,1,xy_quad,1.0,38.06132688449497,0.06686502913978223,0.13069498337405114,911,1.003652711612374,0.8960150829334463,0.944746152852113,1.0910156354514442,1.174973435466673,0.07286857341537412,0.13897155326023006,
file_mod5,1,dt_then_xy,1.0,38.06132688449497,0.06413651000814026,0.12722900132580314,911,1.0046845459130807,0.8930839017711103,0.9435811918474009,1.0889421638270118,1.1609694378155893,0.07234159845043875,0.13331823264038484,
file_mod5,1,dt_r2_then_xy,0.42489062049196813,16.171900796700697,0.057414966088735586,0.11277992478960723,911,0.9995973567497773,0.8931738031277663,0.9441337128644072,1.0621002172780112,1.132888998942847,0.05900701098148952,0.11990587719965683,
file_mod5,1,nested_winner,0.42489062049196813,16.171900796700697,0.057414966088735586,0.11277992478960723,911,0.9995973567497773,0.8931738031277663,0.9441337128644072,1.0621002172780112,1.132888998942847,0.05900701098148952,0.11990587719965683,dt_r2_then_xy
file_mod5,2,raw,1.5,57.16817525605253,0.08001595044467705,0.148763853266574,903,0.9994381366996088,0.8832821244699817,0.9330484742158661,1.0935709569025414,1.1830552566830028,0.08030636254123745,0.1499708292115738,
file_mod5,2,dt_quad,1.5,57.16817525605253,0.0753536207881697,0.1435491283802295,903,0.9983257747275072,0.8875429317754937,0.9359579757736095,1.0870662743761788,1.1724996353732915,0.07568085610321652,0.14271729269715422,
file_mod5,2,r2_quad,0.75,28.584087628026264,0.06358342087068528,0.12479866217698786,903,0.9976955870795826,0.8942829721433648,0.9393223859486977,1.0641847881673752,1.1231043409282704,0.06257540067114563,0.1146749428123176,
file_mod5,2,dt_r2_joint,0.75,28.584087628026264,0.062445616509671696,0.12619715121538622,903,1.0011958410749544,0.8988275684435493,0.9439723524008201,1.0645163635517847,1.1314030059159927,0.060200015923727784,0.11614882320262841,
file_mod5,2,dt_then_r2,1.0,38.11211683736835,0.06391858238067093,0.12312840293815858,903,0.9988407111757273,0.8845061100851481,0.9394770723684673,1.060318275943675,1.1241066994526883,0.06049072801256086,0.11993933901908556,
file_mod5,2,r2_then_dt,0.75,28.584087628026264,0.06141758079921029,0.12309047691995055,903,0.997862120891909,0.8898674215212823,0.9396047165049002,1.0594891958662251,1.1171185607508798,0.06007066349716223,0.11386900778760693,
file_mod5,2,xy_quad,1.0,38.11211683736835,0.06735736155980188,0.13143885979661285,903,0.9980616738387317,0.8949184076333022,0.9388607801620442,1.0759500835221936,1.1523813139110501,0.06867777160146742,0.12898146127959081,
file_mod5,2,dt_then_xy,1.0,38.11211683736835,0.06493752321831792,0.12899970167800942,903,0.999391051554468,0.8930906266342018,0.9362901550287844,1.0710167038105118,1.1396226517851875,0.06740432014683927,0.12334112095937125,
file_mod5,2,dt_r2_then_xy,0.42489062049196813,16.193480971291823,0.05925002943122861,0.11625500596119233,903,0.9993182370178424,0.8874838505894159,0.9375870136663925,1.0518582727572934,1.1071167647169498,0.05717460907743876,0.10989137693662063,
file_mod5,2,nested_winner,0.42489062049196813,16.193480971291823,0.05925002943122861,0.11625500596119233,903,0.9993182370178424,0.8874838505894159,0.9375870136663925,1.0518582727572934,1.1071167647169498,0.05717460907743876,0.10989137693662063,dt_r2_then_xy
file_mod5,3,raw,1.5,57.123622194365275,0.07954726341515617,0.14956705995026032,891,0.9937608486882121,0.8774151976133945,0.9296469561156363,1.092740684729096,1.168501825991231,0.08205884183742355,0.1464570820847278,
file_mod5,3,dt_quad,1.5,57.123622194365275,0.07563735086384442,0.14310712779995322,891,0.9935885180865549,0.8832931784600883,0.9308653908332337,1.0784063464318039,1.1672798523806205,0.07424650794209227,0.14290959927125144,
file_mod5,3,r2_quad,0.75,28.561811097182638,0.06365734132905099,0.12147004301715239,891,0.9969908990481532,0.8831067053904185,0.9388858811089228,1.064768191467677,1.1427368360443668,0.06313112310199447,0.13020687094627562,
file_mod5,3,dt_r2_joint,0.75,28.561811097182638,0.061745672369135626,0.12169180001398475,891,0.9951215839981108,0.8881756933095384,0.9373736380487904,1.0654292161518182,1.155484268365921,0.06434167450601239,0.1343095051674058,
file_mod5,3,dt_then_r2,1.0,38.08241479624352,0.06265900609627863,0.12128168867691846,891,0.9946635391514375,0.8841990699236815,0.9315864735801684,1.0552983360454224,1.1357385333676937,0.06218779396035491,0.12644449783421455,
file_mod5,3,r2_then_dt,0.75,28.561811097182638,0.06099670878980524,0.11945820083220174,891,0.9964788119357672,0.8780535370204632,0.9353827908421726,1.0607215301806256,1.1368242682197054,0.0628908200742217,0.12984256569216573,
file_mod5,3,xy_quad,1.0,38.08241479624352,0.06647586421049695,0.12916347316238785,891,0.9943995369159345,0.8822671382377841,0.9309067927476419,1.0707922201088715,1.1507080477022313,0.07033663138816175,0.13497638499360087,
file_mod5,3,dt_then_xy,1.0,38.08241479624352,0.06430278532574887,0.1258197298439293,891,0.9948589640020506,0.8828769718938002,0.9304494714277902,1.059646501320881,1.1419911974617343,0.0649323344152048,0.1302266124866519,
file_mod5,3,dt_r2_then_xy,0.42489062049196813,16.18086085260842,0.05715124795469755,0.11208743628031834,891,0.9984259989902481,0.8710110161277413,0.9329961293464882,1.055680784921753,1.1200205312571927,0.061439032887435435,0.12470103712307451,
file_mod5,3,nested_winner,0.42489062049196813,16.18086085260842,0.05715124795469755,0.11208743628031834,891,0.9984259989902481,0.8710110161277413,0.9329961293464882,1.055680784921753,1.1200205312571927,0.061439032887435435,0.12470103712307451,dt_r2_then_xy
file_mod5,4,raw,1.5,57.27977043795543,0.08025698700012322,0.14743059924807717,937,0.9941818691491656,0.8833407498801437,0.9340550795527789,1.092613998719331,1.1924575653585212,0.07974341721914978,0.1554629112995814,
file_mod5,4,dt_quad,1.5,57.27977043795543,0.07557264121154529,0.14310877525280963,937,0.9955880731511251,0.8913444784827126,0.9359328384447314,1.0866556388679234,1.1791373905528248,0.07569536261424911,0.14453413004397592,
file_mod5,4,r2_quad,0.75,28.639885218977714,0.06345292109572612,0.12340527871643009,937,0.9985407537774537,0.898938852680787,0.9440777765429539,1.0697968619733964,1.1455709899862365,0.0629514043141707,0.12349628013300738,
file_mod5,4,dt_r2_joint,0.75,28.639885218977714,0.06277330310542165,0.1270722109354795,937,0.9993990401205655,0.904436662113307,0.9455899250511299,1.0720935242924405,1.159293158014564,0.06328983427182873,0.1275048732638925,
file_mod5,4,dt_then_r2,1.0,38.18651362530362,0.06375719690524848,0.12265759828097499,937,1.001494660189332,0.8842815292467676,0.9391749276949494,1.066915266944588,1.144010605304699,0.06377484789858462,0.12967072435954363,
file_mod5,4,r2_then_dt,0.75,28.639885218977714,0.0618095800656137,0.12206492454372213,937,1.0002586101310456,0.8976711516645959,0.9423132631538976,1.0638612240313574,1.13870042658479,0.0607582677351488,0.12048347921174928,
file_mod5,4,xy_quad,1.0,38.18651362530362,0.06776425909134401,0.12887428949014998,937,0.9993454987017825,0.8903309710995176,0.9404128809859346,1.0701219363816117,1.1612724968611352,0.06489700287046771,0.13555948674086638,
file_mod5,4,dt_then_xy,1.0,38.18651362530362,0.06501726605011833,0.12505848234204897,937,0.999226859729117,0.8834018092086049,0.9374721590393114,1.0660381571078277,1.1489451478605754,0.06433273726417323,0.13287439987549843,
file_mod5,4,dt_r2_then_xy,0.42489062049196813,16.22509146868025,0.0583269524781122,0.11597237628957185,937,0.9991836007438509,0.8948410309807324,0.9387483198316925,1.0548939637801402,1.125958106041489,0.0581202713204971,0.11565295651805103,
file_mod5,4,nested_winner,0.42489062049196813,16.22509146868025,0.0583269524781122,0.11597237628957185,937,0.9991836007438509,0.8948410309807324,0.9387483198316925,1.0548939637801402,1.125958106041489,0.0581202713204971,0.11565295651805103,dt_r2_then_xy
file_block5,0,raw,1.5,57.26591534306922,0.07896854914084513,0.15108778101532797,869,0.9997001896453668,0.8876817413296312,0.9372504698748897,1.1054380868721578,1.1852789175479712,0.0841190282543264,0.148843212845598,
file_block5,0,dt_quad,1.5,57.26591534306922,0.07465859552776126,0.14388026009936974,869,1.0010807247925344,0.8971538134346295,0.9398999484138476,1.0962157042209488,1.1838966244207785,0.07807350193437015,0.1432166277327805,
file_block5,0,r2_quad,0.75,28.63295767153461,0.06309764185668168,0.12258695877953026,869,1.0005031854421071,0.8931891205763889,0.9426678023326145,1.0726026603166645,1.1447728358077596,0.06493475476873858,0.12572859281812265,
