method,alpha,scale_train,validation_resolution,validation_mu,validation_sigma,validation_signal_fraction,fit_success
s2b_only_lifetime,0.39,1.0019633927029223,0.10550296448241105,1.0109033734270818,0.10665330270182692,0.9457799375064547,True
s2b_only_lifetime,0.41000000000000003,1.0019633927029223,0.105504626725248,1.0109017731407284,0.10665481423110389,0.9457839729449596,True
s2b_only_lifetime,0.43000000000000005,1.0019633927029223,0.10550460833844295,1.0109026552170164,0.10665488870696335,0.9457848195700524,True
s2b_only_lifetime,0.44999999999999996,1.0019633927029223,0.10550455460164988,1.0109027181208692,0.10665484102093953,0.9457845247080631,True
s2b_only_lifetime,0.47,1.0019633927029223,0.10550460660324962,1.0109026313666614,0.10665488443652947,0.9457869214454776,True
s2b_only_lifetime,0.49,1.0019633927029223,0.1055045874036261,1.0109027350645792,0.10665487596818557,0.9457843354258443,True
s2b_only_lifetime,0.51,1.0019633927029223,0.1055045874036261,1.0109027350645792,0.10665487596818557,0.9457843354258443,True
s2b_only_lifetime,0.53,1.0019633927029223,0.10550460660324962,1.0109026313666614,0.10665488443652947,0.9457869214454776,True
s2b_only_lifetime,0.55,1.0019633927029223,0.10550455460164988,1.0109027181208692,0.10665484102093953,0.9457845247080631,True
s2b_only_lifetime,0.5700000000000001,1.0019633927029223,0.10550405809206767,1.010903152009557,0.10665438487507062,0.9457821552530584,True
s2b_only_lifetime,0.5900000000000001,1.0019633927029223,0.1055044160912173,1.010902251727693,0.10665465179382702,0.9457843317692507,True
s2b_only_lifetime,0.61,1.0019633927029223,0.10550296448241105,1.0109033734270818,0.10665330270182692,0.9457799375064547,True
s2b_only_lifetime,0.63,1.0019633927029223,0.10550453482690048,1.0109027166136264,0.10665482087157065,0.945784665991757,True
s2b_only_lifetime,0.65,1.0019633927029223,0.10550457558754749,1.0109027763962675,0.10665486838396161,0.9457843579567436,True
s2b_only_lifetime,0.67,1.0019633927029223,0.10550451177784771,1.0109026770638936,0.10665479339854535,0.9457845722981699,True
s2b_only_lifetime,0.6900000000000001,1.0019633927029223,0.10550449339794593,1.0109027240826451,0.106654779778943,0.9457845226521802,True
s2b_only_lifetime,0.7100000000000001,1.0019633927029223,0.1055046037583421,1.0109026909237722,0.10665488784415436,0.945784329018251,True
s2b_only_lifetime,0.7300000000000001,1.0019633927029223,0.1055038984331631,1.0109027845710339,0.10665418470918411,0.9457820625091752,True
s2b_only_lifetime,0.75,1.0019633927029223,0.1055045408343466,1.0109028155840618,0.1066548373863446,0.945784635264299,True
