bootstrap,baseline_resolution,improved_resolution,delta,ratio
177,0.06714219567403648,0.050941524771275885,-0.016200670902760596,0.7587110349889062
178,0.0634373259968888,0.0525071439989318,-0.010930181997956999,0.8277010919644838
179,0.06310861193562184,0.049094228737668597,-0.014014383197953242,0.7779323175060553
180,0.06068033565762746,0.047461823281672026,-0.013218512375955435,0.7821615152141321
181,0.06902092626476695,0.048677217342955395,-0.02034370892181156,0.705253029439618
182,0.06580304246228233,0.049350847836617404,-0.016452194625664926,0.749978207541161
183,0.05981177761509699,0.04635924751187084,-0.013452530103226154,0.7750855995319788
184,0.05580748693580777,0.04658234096657761,-0.009225145969230159,0.8346969828646589
185,0.062222916164652635,0.04831853541045441,-0.013904380754198226,0.7765392300578645
186,0.06808029466438302,0.05064135984409676,-0.01743893482028626,0.7438475419905954
187,0.06486570979925504,0.04628667809479229,-0.018579031704462755,0.7135769921895447
188,0.06549301371160629,0.048040799019882306,-0.017452214691723984,0.7335255517699408
189,0.055211631197949126,0.041985945936500756,-0.01322568526144837,0.7604547271202585
190,0.05895166156815223,0.042293291413407715,-0.016658370154744515,0.7174232292759675
191,0.06542159506035895,0.044871450459823846,-0.020550144600535107,0.685881327387765
192,0.06092831339639729,0.048992437984422314,-0.011935875411974974,0.8040996911514582
193,0.05552345332148479,0.04413078982459849,-0.0113926634968863,0.7948134920405264
194,0.059753927400405374,0.05047853844461361,-0.00927538895579176,0.8447735678754927
195,0.06736841001069509,0.05118277423734944,-0.016185635773345648,0.7597444296106128
196,0.06394726851182546,0.04509331929069092,-0.018853949221134536,0.7051641194393163
197,0.07000536068901594,0.05166470692931469,-0.01834065375970125,0.7380107240476091
198,0.06472463941473211,0.04612243641557139,-0.018602202999160718,0.7125947217725769
199,0.06569074952078424,0.048129955864610614,-0.017560793656173627,0.7326747862632094
200,0.0697793678223632,0.0517761787997463,-0.018003189022616897,0.7419983931575953
201,0.06192491809440208,0.04262297304536804,-0.01930194504903404,0.6883008384507027
202,0.062400246652506826,0.04890134014401473,-0.013498906508492094,0.7836722251489723
203,0.06418457618707514,0.04970785278548123,-0.014476723401593908,0.7744516788675301
204,0.06753127107002017,0.04860685479524607,-0.018924416274774106,0.7197681018745786
205,0.061751929275848466,0.044564208906266944,-0.01718772036958152,0.7216650464019796
206,0.0672891167491574,0.04946610497068168,-0.01782301177847572,0.7351278685241637
207,0.072096545474975,0.04989077226182139,-0.02220577321315361,0.6919994839300404
208,0.053674504715977754,0.04433522412614223,-0.009339280589835526,0.8260015506569655
209,0.05767906117838443,0.05329146394517663,-0.0043875972332078,0.9239308486724801
210,0.06236144935438933,0.049472721314309805,-0.012888728040079525,0.7933221858453752
211,0.05786988804832441,0.04852702363782813,-0.009342864410496275,0.8385539574105536
212,0.06145631244535359,0.047858962293895475,-0.013597350151458118,0.7787477053142627
213,0.05741668193652705,0.04747002901708133,-0.009946652919445714,0.8267637107549766
214,0.059616600666697925,0.045998651859145465,-0.01361794880755246,0.7715745504563882
215,0.06514981321151594,0.048796181682950794,-0.01635363152856515,0.7489842146519852
216,0.06072955879996167,0.049328222341411584,-0.011401336458550085,0.8122605089869798
217,0.06664867441304231,0.04907134171312685,-0.017577332699915467,0.7362688327305156
218,0.06978615425263382,0.05013507895990041,-0.01965107529273341,0.7184101129631777
219,0.056820814037964774,0.04179716306035792,-0.015023650977606856,0.7355959918566317
220,0.06281787044860467,0.043063275374127914,-0.01975459507447675,0.6855258713260702
221,0.0541425691858153,0.04633817026422227,-0.007804398921593035,0.8558546622564469
222,0.053339794122273965,0.0397773770099504,-0.013562417112323567,0.7457354806950767
223,0.07199362865449897,0.05268544824406943,-0.019308180410429546,0.7318070949987745
224,0.05964115908225203,0.04681195257775047,-0.012829206504501561,0.7848934074737111
225,0.06401452180848667,0.05130910872400381,-0.012705413084482864,0.8015229556428796
