method,bootstrap,baseline_resolution,improved_resolution,delta,ratio
exploratory_ub_bottom_stretch,86,0.048802366838032935,0.04750778645310192,-0.0012945803849310142,0.9734730000037188
exploratory_ub_bottom_stretch,87,0.04864938869001176,0.04739833465470856,-0.0012510540353031993,0.9742842804608549
exploratory_ub_bottom_stretch,88,0.048530266193982416,0.04726727139404304,-0.001262994799939375,0.9739751108124772
exploratory_ub_bottom_stretch,89,0.04974606297632904,0.048388190367360084,-0.0013578726089689547,0.9727039181047337
exploratory_ub_bottom_stretch,90,0.047059954109997776,0.04589387544169451,-0.0011660786683032678,0.9752214235998259
exploratory_ub_bottom_stretch,91,0.047203077245048033,0.04643538695735781,-0.0007676902876902203,0.9837364355780267
exploratory_ub_bottom_stretch,92,0.04806320226607375,0.04685456700879205,-0.0012086352572817025,0.9748532099340613
exploratory_ub_bottom_stretch,93,0.048396763522939534,0.047173437212798534,-0.001223326310141,0.9747229727549621
exploratory_ub_bottom_stretch,94,0.04733821924278295,0.04549098535723154,-0.0018472338855514067,0.960977959984563
exploratory_ub_bottom_stretch,95,0.0491877396346477,0.04754116514485423,-0.0016465744897934675,0.9665246969666883
exploratory_ub_bottom_stretch,96,0.04816481646982233,0.04727061060503148,-0.0008942058647908521,0.9814344592104671
exploratory_ub_bottom_stretch,97,0.048054480128695,0.04722649537097394,-0.0008279847577210633,0.9827698737869262
exploratory_ub_bottom_stretch,98,0.04790459226734734,0.04642417008965415,-0.0014804221776931886,0.969096445505032
exploratory_ub_bottom_stretch,99,0.0477405778952834,0.046308521277001594,-0.0014320566182818087,0.9700033664983496
exploratory_ub_bottom_stretch,100,0.048462506976883514,0.04650234172961119,-0.0019601652472723274,0.9595529540350168
exploratory_ub_bottom_stretch,101,0.04862103666916188,0.04740715079527076,-0.001213885873891117,0.9750337311367729
exploratory_ub_bottom_stretch,102,0.04716562429456512,0.04610287726146278,-0.0010627470331023361,0.9774677628252066
exploratory_ub_bottom_stretch,103,0.048785863505765935,0.04714633798305341,-0.0016395255227125219,0.9663934302911591
exploratory_ub_bottom_stretch,104,0.04772656088096335,0.04723754455175256,-0.0004890163292107924,0.9897537907575099
exploratory_ub_bottom_stretch,105,0.04747304800536937,0.046212805115404626,-0.0012602428899647425,0.9734535079815771
exploratory_ub_bottom_stretch,106,0.0460225519653841,0.044810047324190395,-0.0012125046411937054,0.9736541197866279
exploratory_ub_bottom_stretch,107,0.04752883855075021,0.04642233096660892,-0.0011065075841412905,0.9767192378799707
exploratory_ub_bottom_stretch,108,0.04808870574506267,0.046949023130649706,-0.001139682614412961,0.9763004099038375
exploratory_ub_bottom_stretch,109,0.04840895959297717,0.047026547743767265,-0.0013824118492099038,0.9714430580447663
exploratory_ub_bottom_stretch,110,0.047530197633516916,0.046688234709378856,-0.0008419629241380594,0.9822857264211262
exploratory_ub_bottom_stretch,111,0.04934587912930214,0.04807093883722363,-0.0012749402920785094,0.9741631861753287
exploratory_ub_bottom_stretch,112,0.047581086913240325,0.04651681038518152,-0.001064276528058808,0.9776323619929193
exploratory_ub_bottom_stretch,113,0.04824852969057793,0.04735329153601571,-0.0008952381545622237,0.9814452759430502
exploratory_ub_bottom_stretch,114,0.05004775851507,0.04908797766295286,-0.0009597808521171411,0.9808227005445581
exploratory_ub_bottom_stretch,115,0.04894691504007691,0.047699659590293646,-0.001247255449783262,0.9745182010191648
exploratory_ub_bottom_stretch,116,0.047370520115314146,0.0458672253270656,-0.001503294788248545,0.9682651829747896
exploratory_ub_bottom_stretch,117,0.04767341382964988,0.04632182454334524,-0.00135158928630464,0.9716489930606976
exploratory_ub_bottom_stretch,118,0.04743438352856206,0.046062418391326805,-0.0013719651372352537,0.9710765686159041
exploratory_ub_bottom_stretch,119,0.04932259820156933,0.048124223333492123,-0.0011983748680772094,0.9757033304859621
exploratory_ub_bottom_stretch,120,0.047333998937698504,0.04628816088407037,-0.001045838053628137,0.9779051405522555
exploratory_ub_bottom_stretch,121,0.0501244323132655,0.04956938843865727,-0.0005550438746082312,0.9889266800840887
exploratory_ub_bottom_stretch,122,0.04825379094408243,0.04665916560716131,-0.0015946253369211183,0.9669533666532231
exploratory_ub_bottom_stretch,123,0.04813164396696784,0.04672950401762909,-0.0014021399493387501,0.9708686462008025
exploratory_ub_bottom_stretch,124,0.04837083977534934,0.04701085277985006,-0.0013599869954992808,0.97188415578858
exploratory_ub_bottom_stretch,125,0.04649681885036637,0.04491304323825434,-0.0015837756121120303,0.9659379791721052
exploratory_ub_bottom_stretch,126,0.048542991312548404,0.047273678883280705,-0.0012693124292676994,0.9738517879729512
exploratory_ub_bottom_stretch,127,0.04825066779277414,0.04721628253581412,-0.0010343852569600215,0.978562260290314
exploratory_ub_bottom_stretch,128,0.049328902986574164,0.04808625620385088,-0.001242646782723282,0.9748089515985893
exploratory_ub_bottom_stretch,129,0.047919414775976735,0.04648655574437146,-0.0014328590316052756,0.9700985698948142
exploratory_ub_bottom_stretch,130,0.048390249251655214,0.04782582328766535,-0.0005644259639898605,0.9883359566706396
exploratory_ub_bottom_stretch,131,0.04938747959973785,0.04829602213836281,-0.0010914574613750394,0.977900118203626
exploratory_ub_bottom_stretch,132,0.04692180767417368,0.04563594225753011,-0.001285865416643571,0.9725955695148691
exploratory_ub_bottom_stretch,133,0.04841923855450383,0.04738015598830556,-0.0010390825661982656,0.9785398821373739
