method,bootstrap,baseline_resolution,improved_resolution,delta,ratio
documented_corrected_lifetime,66,0.06672096062564863,0.0513893505091652,-0.015331610116483423,0.7702129889510358
documented_corrected_lifetime,67,0.06048870277257054,0.04864221271841407,-0.011846490054156472,0.8041536764526478
documented_corrected_lifetime,68,0.06329314899085252,0.05005713275452595,-0.013236016236326566,0.7908775839508395
documented_corrected_lifetime,69,0.06478287308478543,0.05014862176824692,-0.014634251316538512,0.7741030828103943
documented_corrected_lifetime,70,0.06073084576718258,0.047689221614902334,-0.013041624152280246,0.7852553510900121
documented_corrected_lifetime,71,0.06656050251225007,0.051527062009484134,-0.015033440502765935,0.7741387168764371
documented_corrected_lifetime,72,0.0623323989512815,0.04871207832284498,-0.013620320628436523,0.7814889069313367
documented_corrected_lifetime,73,0.06712476511568591,0.04988444881527422,-0.017240316300411687,0.7431601247214954
documented_corrected_lifetime,74,0.06580888848805087,0.0503820689326452,-0.015426819555405674,0.765581520827437
documented_corrected_lifetime,75,0.06482852835855575,0.05070722130784166,-0.014121307050714092,0.7821744931087822
documented_corrected_lifetime,76,0.0629658342505068,0.05051890682942698,-0.012446927421079813,0.802322520312202
documented_corrected_lifetime,77,0.06522509507612712,0.05043158467245953,-0.014793510403667588,0.773192965278143
documented_corrected_lifetime,78,0.06075892646545323,0.046739889445947126,-0.014019037019506103,0.769267861777032
documented_corrected_lifetime,79,0.06231945794653939,0.04738216563672436,-0.014937292309815033,0.7603109397609178
documented_corrected_lifetime,80,0.06332738042194772,0.051026221041857056,-0.01230115938009066,0.8057529097504342
documented_corrected_lifetime,81,0.06383148211340302,0.049357186535912985,-0.014474295577490033,0.7732420570812535
documented_corrected_lifetime,82,0.06305444776072973,0.05025671637937923,-0.0127977313813505,0.7970368176101779
documented_corrected_lifetime,83,0.06397515092554366,0.05132713147340645,-0.012648019452137213,0.8022979349144892
documented_corrected_lifetime,84,0.060737702173767984,0.04966051115739381,-0.011077191016374173,0.8176224878464647
documented_corrected_lifetime,85,0.0658127106973296,0.052626128414221075,-0.013186582283108518,0.7996347188348896
documented_corrected_lifetime,86,0.06681460570558888,0.051837577007423204,-0.014977028698165674,0.7758419953241917
documented_corrected_lifetime,87,0.06399891919773687,0.05107507803212731,-0.01292384116560956,0.7980615715449992
documented_corrected_lifetime,88,0.06510006921767554,0.05078715597529811,-0.014312913242377434,0.7801398152969815
documented_corrected_lifetime,89,0.06624620385155613,0.05336194594161657,-0.012884257909939564,0.8055094909466739
documented_corrected_lifetime,90,0.0654919171555073,0.050414652358969775,-0.015077264796537523,0.7697843420778582
documented_corrected_lifetime,91,0.06371359389221998,0.04765217940207058,-0.016061414490149396,0.7479122819955908
documented_corrected_lifetime,92,0.06634801011457094,0.05121267837514132,-0.015135331739429617,0.7718796432132078
documented_corrected_lifetime,93,0.06272812255109077,0.049070783064000305,-0.013657339487090463,0.7822772477214373
documented_corrected_lifetime,94,0.06416483574100866,0.04799134902469943,-0.016173486716309228,0.7479384692638974
documented_corrected_lifetime,95,0.06377611535861488,0.05136652086160413,-0.012409594497010755,0.8054194046277159
