method,metric,q025,median,q975,successful_replicates
documented_corrected_lifetime,baseline_resolution,0.0607323884586643,0.06418683853450251,0.06743059106019102,250
documented_corrected_lifetime,improved_resolution,0.047250146438184815,0.05019303582542864,0.05284413418778741,250
documented_corrected_lifetime,delta,-0.017087609584660227,-0.014124264758462329,-0.01108807015177009,250
documented_corrected_lifetime,ratio,0.7428653303498463,0.780721807677049,0.8189524184006804,250
exploratory_ub_bottom_stretch,baseline_resolution,0.0464365803852232,0.04819427387820219,0.04990636255868829,250
exploratory_ub_bottom_stretch,improved_resolution,0.045072994484134446,0.046968354957093714,0.04879992232906882,250
exploratory_ub_bottom_stretch,delta,-0.0018698942334620548,-0.0012572252356324934,-0.0006361751352555201,250
exploratory_ub_bottom_stretch,ratio,0.9615369019840158,0.9740163559721391,0.9869701434422904,250
