numerator,denominator,n,mean_ratio,std_ratio,min_ratio,max_ratio
qS2Belife_max,qS2BC_max,4500,1.064133598443958,2.8493941790828514e-08,1.0641335364656945,1.0641336630867404
qS2Bdesub_C_stretch,qS2Bub_C_stretch,4499,0.9999909037623657,0.0002498936738816408,0.9919826887343692,1.0000063756597837
