bootstrap,baseline_resolution,improved_resolution,delta,ratio
226,0.057701737880621204,0.04745334924007705,-0.010248388640544157,0.822390295041945
227,0.062464091184530765,0.04633335512400942,-0.016130736060521345,0.7417598534673611
228,0.0656889736012365,0.04661686638546508,-0.01907210721577142,0.7096604472533209
229,0.0543488419125034,0.0484715541606882,-0.005877287751815202,0.891859926633265
230,0.06447451026856064,0.047949897422968575,-0.01652461284559207,0.7437031661541774
231,0.06578318679884292,0.04738320607755696,-0.018399980721285958,0.7202935641055078
232,0.06931468174772472,0.04884864892741155,-0.020466032820313167,0.7047374047708879
233,0.0676990372010947,0.045531926348657416,-0.022167110852437284,0.6725638684256082
234,0.06810437628092764,0.04647354101426014,-0.021630835266667495,0.6823869999566368
235,0.06282719165425177,0.048662546806239555,-0.014164644848012213,0.7745459493723267
236,0.06539055033735458,0.04563395567346183,-0.01975659466389275,0.6978677414096219
237,0.06277964363795005,0.04525638096735037,-0.017523262670599678,0.7208766782485058
238,0.05912912476235976,0.049961214022078225,-0.009167910740281532,0.8449510156436881
239,0.06115161496628582,0.04543332143266421,-0.015718293533621613,0.7429619227180273
240,0.055848853770678435,0.045865657096869863,-0.009983196673808571,0.8212461671138197
241,0.06671029087206812,0.04716722142411249,-0.019543069447955627,0.7070456567872889
242,0.057394256100829114,0.04474918326175955,-0.012645072839069564,0.7796805168647025
243,0.06505651590479132,0.04780101837087175,-0.01725549753391957,0.7347614256015096
244,0.05285415960000802,0.04624425351466556,-0.006609906085342461,0.8749406643608527
245,0.06332971996230853,0.04673694891010138,-0.016592771052207154,0.7379939298313248
246,0.0613248864893092,0.048110732351923334,-0.013214154137385865,0.784522159047298
247,0.06298783401113152,0.05000875790179593,-0.012979076109335588,0.7939431270641587
248,0.0615768517065088,0.047128213076866945,-0.014448638629641852,0.7653560026337851
249,0.0662304875964373,0.04748759307075728,-0.01874289452568003,0.7170050349034686
