id,set,features,bins,shrink,cap,sigma_gain,r68_gain,r90_gain,protocol,bg_applied,bg_ood,bg_strong,rank,spike,spike2600,q01,q99,time_span,time_coverage,blocks,safe,passes
top_xy_b8_s3_c50,top_xy,dt|wS2CDF_max|xS2T_max|yS2T_max,8,0.3,0.005,-0.006521069192203743,-0.0036897199480199205,0.0012357460467092851,12,0.732095272390555,0.0006584700859097691,0.2647769947013735,0.9999828550759005,1.012735326688815,0.9577922077922078,0.9955415527025793,1.004482618138496,0.00016716392663806978,0.017003211521591566,10,False,13
top_xy_b8_s6_c25,top_xy,dt|wS2CDF_max|xS2T_max|yS2T_max,8,0.6,0.0025,-0.009303324447658579,-0.0022375026260295083,-0.00017811648177223915,12,0.23423015587221566,0.0006584700859097691,0.7652348371829827,0.9999983304777329,1.0265567765567765,0.9783163265306122,0.9978134487202288,1.0021997715583397,0.00021230987782017152,0.014474506874788573,10,False,13
both_xy_b6_s6_c75,both_xy,dt|wS2CDF_max|xS2T_max|yS2T_max|yS2Tcor_max|xS2Bcor_max,6,0.6,0.0075,-0.011162490009437365,-0.005351846179246111,0.002340158052886565,12,0.6490045784248161,0.004959102834507948,0.34562477493698235,0.9999639154295368,1.0886904761904763,0.9577922077922078,0.9933401134798263,1.0067395526398295,0.0002979488124221774,0.021366639141205623,10,False,13
corrected_xy_b4_s9_c50,corrected_xy,dt|wS2CDF_max|yS2Tcor_max|xS2Bcor_max,4,0.9,0.005,-0.015519503185045025,-0.002286026141669284,0.0035675172988884896,12,0.4076341375585164,0.004928237049230928,0.5895982303616442,0.9999882602846921,1.0373626373626375,1.0373626373626375,0.9955697496368038,1.0044889428338504,0.0003968884913421178,0.015070189925681265,10,False,13
both_xy_b8_s6_c75,both_xy,dt|wS2CDF_max|xS2T_max|yS2T_max|yS2Tcor_max|xS2Bcor_max,8,0.6,0.0075,-0.017736697646643318,-0.003427343679575978,0.001527011699721581,12,0.6117392870003601,0.004959102834507948,0.3832707443798549,0.9999674288298765,1.0259497057249867,1.0259497057249867,0.9933547440337442,1.006724218260941,0.00028549523515342123,0.020953757225433467,10,False,13
corrected_xy_b6_s6_c50,corrected_xy,dt|wS2CDF_max|yS2Tcor_max|xS2Bcor_max,6,0.6,0.005,-0.0186566512141364,-0.0016660468740434808,0.001450845903124609,12,0.47300787077524564,0.004928237049230928,0.5230824630896651,0.9999874394966016,1.0535714285714286,0.9742703533026115,0.9955574464998033,1.0045004030158136,0.00032716848864100534,0.01744426094137075,10,False,13
corrected_xy_b6_s9_c75,corrected_xy,dt|wS2CDF_max|yS2Tcor_max|xS2Bcor_max,6,0.9,0.0075,-0.020340045045664334,-0.0027921829372130613,0.0021413875250777537,12,0.5089356448376974,0.004928237049230928,0.487144400432121,0.9999699369758743,0.9885361552028219,0.9644633972992182,0.9933497105548326,1.0067387553033185,0.000440850562745565,0.013418662262592918,10,False,13
top_xy_b6_s6_c50,top_xy,dt|wS2CDF_max|xS2T_max|yS2T_max,6,0.6,0.005,-0.02049396924865232,-0.0022523587357465846,-0.0016374441733131295,12,0.465003343793405,0.0006584700859097691,0.5331755748752508,0.9999873696652699,1.0383022774327122,0.9725274725274725,0.9955605590287541,1.004487573443328,0.00027194647480266454,0.019246416569344615,10,False,13
top_xy_b6_s9_c50,top_xy,dt|wS2CDF_max|xS2T_max|yS2T_max,6,0.9,0.005,-0.021400002190567147,-0.003519492504499233,0.00020595552882329837,12,0.3245640207829621,0.0006584700859097691,0.6744791398734503,0.9999908670369347,1.0157509157509157,1.0157509157509157,0.9955968140930065,1.0044733211061256,0.00037228273480227614,0.01850928875646135,10,False,13
corrected_xy_b8_s9_c50,corrected_xy,dt|wS2CDF_max|yS2Tcor_max|xS2Bcor_max,8,0.9,0.005,-0.023297292243702472,0.000727532593559399,-0.002779841931838334,12,0.3269098204640156,0.004928237049230928,0.6718864139101806,0.9999911975923148,1.0172413793103448,1.0172413793103448,0.9956329578381742,1.0044506294013666,0.00025437573602138386,0.017547481420313815,10,False,13
top_xy_b6_s9_c75,top_xy,dt|wS2CDF_max|xS2T_max|yS2T_max,6,0.9,0.0075,-0.024682389786817138,-0.006105862531768924,0.004000613378492335,12,0.49920263388034364,0.0006584700859097691,0.49882195586192707,0.9999698041285651,0.9950396825396826,0.9588057445200303,0.9933485197743788,1.0067345196376363,0.000498805293359661,0.017288732427376607,10,False,13
both_xy_b8_s6_c50,both_xy,dt|wS2CDF_max|xS2T_max|yS2T_max|yS2Tcor_max|xS2Bcor_max,8,0.6,0.005,-0.024800741452399633,0.0014515349726123006,-0.002464796264508129,12,0.4434487370749524,0.004959102834507948,0.5530942949740213,0.9999886206462536,1.0034013605442178,0.950915750915751,0.9955870930878676,1.004476465754304,0.00022739697287166294,0.014450867052023086,10,False,13
both_xy_b4_s6_c75,both_xy,dt|wS2CDF_max|xS2T_max|yS2T_max|yS2Tcor_max|xS2Bcor_max,4,0.6,0.0075,0.00881517725490133,-0.0019203562367715588,0.0021301492397344246,12,0.7699573023303667,0.004959102834507948,0.22365348011728997,0.999959199415195,1.2900874635568513,1.2900874635568513,0.9933269801192914,1.0067338916077329,0.0002992317605576833,0.016412056151940524,10,False,12
top_xy_b6_s3_c50,top_xy,dt|wS2CDF_max|xS2T_max|yS2T_max,6,0.3,0.005,0.0006679086230032549,-0.001222989841221933,0.0016904329952618369,12,0.7916456607850199,0.0006584700859097691,0.20492823704923094,0.999980327902298,1.1132075471698113,1.1132075471698113,0.995538625479601,1.0044889155395014,0.00011139404291071742,0.01060992319433296,10,False,12
corrected_xy_b4_s3_c50,corrected_xy,dt|wS2CDF_max|yS2Tcor_max|xS2Bcor_max,4,0.3,0.005,-0.0006908331539245971,-0.0021250057034079006,-0.0020837571134582067,12,0.8956119141931169,0.004928237049230928,0.09641442461031946,0.9999800950434219,1.0607385811467445,0.9532312925170069,0.9955379537311759,1.0044438084749765,0.00018824688332541584,0.005677126341866234,10,False,12
corrected_xy_b8_s3_c50,corrected_xy,dt|wS2CDF_max|yS2Tcor_max|xS2Bcor_max,8,0.3,0.005,-0.0035686102777023887,-0.003356250677602146,0.003993420214416732,12,0.7210967642368434,0.004928237049230928,0.27193785688564226,0.9999834014699724,1.1760797342192693,1.017943409247757,0.9955499055211086,1.004493831929061,0.00013235382153142794,0.017857142857142794,10,False,12
top_xy_b8_s9_c50,top_xy,dt|wS2CDF_max|xS2T_max|yS2T_max,8,0.9,0.005,-0.0037279027983940782,-0.0022857825406650267,-0.0025139052925993166,12,0.320417716960749,0.0006584700859097691,0.6790164103091723,0.9999911316542209,1.042929292929293,1.042929292929293,0.9956065663559033,1.0044421415804172,0.00044527034714048064,0.01448362615747778,10,False,12
corrected_xy_b6_s3_c25,corrected_xy,dt|wS2CDF_max|yS2Tcor_max|xS2Bcor_max,6,0.3,0.0025,-0.004276092459458702,-0.001315375216591308,-0.0020765916821834374,12,0.4087453058284891,0.004928237049230928,0.5884047533309327,0.99999722081353,1.0714285714285714,1.0714285714285714,0.9977808631269953,1.002242491689552,0.00016001619210315177,0.01893067205960025,10,False,12
corrected_xy_b6_s9_c25,corrected_xy,dt|wS2CDF_max|yS2Tcor_max|xS2Bcor_max,6,0.9,0.0025,-0.004973817997232954,-0.00017901636261741238,-0.0007389163774775831,12,0.16977210761870468,0.004928237049230928,0.8294048047739081,0.9999987979802812,1.1666666666666667,1.1666666666666667,0.9978429228022154,1.002177597246309,0.0003135905713900211,0.016325422966393582,10,False,12
top_xy_b8_s6_c50,top_xy,dt|wS2CDF_max|xS2T_max|yS2T_max,8,0.6,0.005,-0.005873560311776327,-0.007014961363497552,-0.004227037963008051,12,0.4422243942589639,0.0006584700859097691,0.5566644374710633,0.9999884224773261,1.0894071914480077,0.9511408730158731,0.99557558125913,1.0044864467131087,0.0002536392726386616,0.017960363336085916,10,False,12
both_xy_b8_s3_c75,both_xy,dt|wS2CDF_max|xS2T_max|yS2T_max|yS2Tcor_max|xS2Bcor_max,8,0.3,0.0075,-0.005919051290442123,-0.001919148796603709,0.001344569655299277,12,0.8661042234682854,0.004959102834507948,0.12609702145172078,0.9999615611599946,1.1812770562770563,0.985797827903091,0.9933597824331095,1.0066982582896207,0.00018851467481906248,0.012165986030111209,10,False,12
both_xy_b6_s6_c25,both_xy,dt|wS2CDF_max|xS2T_max|yS2T_max|yS2Tcor_max|xS2Bcor_max,6,0.6,0.0025,-0.00617832948017516,-8.693147404037482e-05,0.00026709482983400257,12,0.24657646998302382,0.004959102834507948,0.7511806162868461,0.999998374373355,1.222663139329806,1.222663139329806,0.9978170725800168,1.0022067019887937,0.0002986943327023539,0.015792733278282373,10,False,12
top_xy_b8_s3_c25,top_xy,dt|wS2CDF_max|xS2T_max|yS2T_max,8,0.3,0.0025,-0.00620058026081205,-0.0019280504920042851,0.0009757730541847254,12,0.39805545552754773,0.0006584700859097691,0.6009156849632182,0.9999973076375587,1.2334494773519165,0.9811035525321239,0.9977861194331494,1.002231197545378,0.00017526941881707003,0.020684535972118556,10,False,12
both_xy_b4_s9_c25,both_xy,dt|wS2CDF_max|xS2T_max|yS2T_max|yS2Tcor_max|xS2Bcor_max,4,0.9,0.0025,-0.0076270675240652785,8.050202526155292e-05,0.0006361009789285221,12,0.21499048304953958,0.004959102834507948,0.7830958382632851,0.9999985861009946,1.1493506493506493,1.1493506493506493,0.9978213094693497,1.0021997657884707,0.00016076522058328102,0.017155970160002504,10,False,12
both_xy_b8_s3_c50,both_xy,dt|wS2CDF_max|xS2T_max|yS2T_max|yS2Tcor_max|xS2Bcor_max,8,0.3,0.005,-0.009338899609533602,-0.0034334896765189082,0.0010218577616428748,12,0.6844590771130202,0.004959102834507948,0.30966613508925356,0.9999841552389755,1.1306620209059235,1.0656814449917897,0.9955529561513993,1.0044844317997026,0.00017378234307963147,0.01909578860445904,10,False,12
corrected_xy_b6_s9_c50,corrected_xy,dt|wS2CDF_max|yS2Tcor_max|xS2Bcor_max,6,0.9,0.005,-0.010387590166619054,-0.0016387292011170729,-0.002207597604497069,12,0.3416430886362467,0.004928237049230928,0.6560522660630691,0.9999906616531772,1.0216450216450217,1.0216450216450217,0.9955893763171507,1.0044649482917332,0.00033328198579685164,0.018786127167630062,10,False,12
top_xy_b8_s9_c75,top_xy,dt|wS2CDF_max|xS2T_max|yS2T_max,8,0.9,0.0075,-0.017402268147344024,-0.0023332705566323497,-0.0018034910496942391,12,0.4723082463089665,0.0006584700859097691,0.5263439477339369,0.9999723689163211,1.1434108527131783,1.0642135642135642,0.9933704243139352,1.0067406163933492,0.0003192336321691247,0.0157927332782824,10,False,12
both_xy_b8_s9_c50,both_xy,dt|wS2CDF_max|xS2T_max|yS2T_max|yS2Tcor_max|xS2Bcor_max,8,0.9,0.005,-0.019515883533465228,-0.0009080493668263134,-0.00043952803759506054,12,0.3217140799423839,0.004959102834507948,0.6764133957508103,0.9999911120863867,1.1194196428571428,1.1194196428571428,0.9956280966377714,1.0044740922696098,0.00026808642282993844,0.019438049346228392,10,False,12
both_xy_b6_s9_c75,both_xy,dt|wS2CDF_max|xS2T_max|yS2T_max|yS2Tcor_max|xS2Bcor_max,6,0.9,0.0075,-0.01988056263743787,-0.0013265638024357873,-0.0038907685238174228,12,0.4989865733834045,0.004959102834507948,0.49694943155512117,0.9999713040672921,1.058382257012394,1.058382257012394,0.9933597599731565,1.0067232215091808,0.00040915080969083917,0.018373245251857906,10,False,12
both_xy_b4_s9_c50,both_xy,dt|wS2CDF_max|xS2T_max|yS2T_max|yS2Tcor_max|xS2Bcor_max,4,0.9,0.005,-0.0208043653054395,-0.0019875682789962656,0.0022664609823197512,12,0.42231596275528577,0.004959102834507948,0.5741344719378569,0.9999887509062191,1.164924506387921,0.9532312925170069,0.9955775935428166,1.0044751495887243,0.0003658303545062136,0.02054087530966142,10,False,12
corrected_xy_b8_s9_c75,corrected_xy,dt|wS2CDF_max|yS2Tcor_max|xS2Bcor_max,8,0.9,0.0075,-0.021808081679226543,0.0016922656641944478,-0.0016975430187871066,12,0.4676578013272288,0.004928237049230928,0.5295642779978394,0.9999737761204602,1.1706349206349207,1.1706349206349207,0.9933759688122223,1.0067248287395616,0.00025633978824068926,0.013109000825763828,10,False,12
top_xy_b4_s9_c50,top_xy,dt|wS2CDF_max|xS2T_max|yS2T_max,4,0.9,0.005,-0.026571734062376784,-0.00280753164968206,0.004058394467527204,12,0.40375533720870416,0.0006584700859097691,0.5949585884047534,0.9999882835016504,1.184407096171802,0.8939393939393939,0.9955713380148931,1.0044834516194712,0.000366225590233471,0.017547481420313815,10,False,12
corrected_xy_b4_s6_c75,corrected_xy,dt|wS2CDF_max|yS2Tcor_max|xS2Bcor_max,4,0.6,0.0075,-0.00191329166430676,-0.004423932738170988,0.001697627441753724,12,0.812099387828592,0.004928237049230928,0.1803179175883533,0.9999559094544758,1.1662174303683739,1.1662174303683739,0.9933121948856618,1.0067350869528833,0.000344453944497225,0.012986124883548,10,False,11
corrected_xy_b4_s6_c25,corrected_xy,dt|wS2CDF_max|yS2Tcor_max|xS2Bcor_max,4,0.6,0.0025,-0.0024720219173328672,-6.020182876609326e-05,-0.003778312043239973,12,0.2730387365605227,0.004928237049230928,0.7254899943412727,0.9999980757738022,1.2542517006802723,1.2542517006802723,0.9977998654012123,1.0022203102229434,0.00025087696333603304,0.019611890999174264,10,False,11
